Year,Runtype,Indicator,medval,lowval,highval
2048,ProgAnyDisease_AI,N_incDs,2081.28971616893,1569.06004590567,2901.06544824197
2049,ProgAnyDisease_AI,N_incDs,1991.97761680545,1498.9307419039,2792.20157499804
2050,ProgAnyDisease_AI,N_incDs,1915.56435535574,1435.65218724095,2687.98900736007
2023,ProgInfecDisease_AI,N_incDs,6744.05323500878,5643.17205421379,7838.85518144628
2024,ProgInfecDisease_AI,N_incDs,6568.40325505894,5464.02439072537,7656.98234689491
2025,ProgInfecDisease_AI,N_incDs,6391.97760041829,5297.84700817743,7499.89896162093
2026,ProgInfecDisease_AI,N_incDs,6229.60867866171,5149.87775954417,7356.81748043305
2027,ProgInfecDisease_AI,N_incDs,6076.68125182874,4996.65648102805,7218.16395357859
2028,ProgInfecDisease_AI,N_incDs,5927.39366634957,4859.74723832356,7087.98620450475
2029,ProgInfecDisease_AI,N_incDs,5795.67969844489,4725.36280743251,6961.90105810722
2030,ProgInfecDisease_AI,N_incDs,5608.39941936769,4536.49141499895,6763.1058913001
2031,ProgInfecDisease_AI,N_incDs,5379.55491922065,4329.78676405271,6524.16448963925
2032,ProgInfecDisease_AI,N_incDs,5134.95850736258,4102.49110077209,6264.87908980611
2033,ProgInfecDisease_AI,N_incDs,4883.7116260613,3884.61174243424,5988.64355722315
2034,ProgInfecDisease_AI,N_incDs,4628.88068447917,3675.56093339431,5698.05820620656
2035,ProgInfecDisease_AI,N_incDs,4411.28703975611,3500.95441444787,5485.63051532799
2036,ProgInfecDisease_AI,N_incDs,4231.5869622478,3347.57049052086,5301.99843144421
2037,ProgInfecDisease_AI,N_incDs,4059.26471066345,3202.31440078175,5130.21233474295
2038,ProgInfecDisease_AI,N_incDs,3911.04597184289,3070.56563121255,4967.10779675221
2039,ProgInfecDisease_AI,N_incDs,3773.480369054,2950.39883912203,4822.27595338431
2040,ProgInfecDisease_AI,N_incDs,3482.50989694629,2687.52393422888,4535.61077736824
2041,ProgInfecDisease_AI,N_incDs,3281.51847731197,2520.14969832207,4327.65745031975
2042,ProgInfecDisease_AI,N_incDs,3091.27901140027,2374.35267716103,4140.92923543665
2043,ProgInfecDisease_AI,N_incDs,2941.3457739345,2245.44146828794,3988.94697285999
2044,ProgInfecDisease_AI,N_incDs,2799.68246998899,2133.477370197,3856.3822824297
2045,ProgInfecDisease_AI,N_incDs,2673.40355247682,2028.09293954788,3733.62140015032
2046,ProgInfecDisease_AI,N_incDs,2565.15311650834,1928.04478702376,3613.56636701602
2047,ProgInfecDisease_AI,N_incDs,2469.99082494169,1855.70003849715,3498.4960609242
2048,ProgInfecDisease_AI,N_incDs,2380.95749644051,1786.25635261563,3403.81400352702
2049,ProgInfecDisease_AI,N_incDs,2297.29296297375,1719.43674666272,3319.6878358313
2050,ProgInfecDisease_AI,N_incDs,2228.53084690025,1664.32217046184,3244.65590406684
2023,ProgClinDisease_AI,N_incDs,6744.05323500878,5643.17205421379,7838.85518144628
2024,ProgClinDisease_AI,N_incDs,6568.40325505894,5464.02439072537,7656.98234689491
2025,ProgClinDisease_AI,N_incDs,6391.97760041829,5297.84700817743,7499.89896162093
2026,ProgClinDisease_AI,N_incDs,6229.60867866171,5149.87775954417,7356.81748043305
2027,ProgClinDisease_AI,N_incDs,6076.68125182874,4996.65648102805,7218.16395357859
2028,ProgClinDisease_AI,N_incDs,5927.39366634957,4859.74723832356,7087.98620450475
2029,ProgClinDisease_AI,N_incDs,5795.67969844489,4725.36280743251,6961.90105810722
2030,ProgClinDisease_AI,N_incDs,5655.70517824307,4592.15792900415,6833.46691427009
2031,ProgClinDisease_AI,N_incDs,5522.00012058751,4461.98628413373,6699.35727269151
2032,ProgClinDisease_AI,N_incDs,5384.72789710761,4336.93790457894,6567.51476186378
2033,ProgClinDisease_AI,N_incDs,5260.97139175012,4213.9110421771,6436.69495132256
2034,ProgClinDisease_AI,N_incDs,5137.32241657136,4100.93077672242,6300.91577877217
2035,ProgClinDisease_AI,N_incDs,5021.29318339827,3997.27888586121,6174.22885424974
2036,ProgClinDisease_AI,N_incDs,4912.69516303017,3900.57835121646,6075.32875590485
2037,ProgClinDisease_AI,N_incDs,4808.64280394019,3809.68090418676,5993.95114215027
2038,ProgClinDisease_AI,N_incDs,4714.00501769784,3722.67781844516,5916.14128765722
2039,ProgClinDisease_AI,N_incDs,4628.21244654504,3641.26440556037,5824.44263923619
2040,ProgClinDisease_AI,N_incDs,4533.86085420137,3559.23392592571,5726.88752503505
2041,ProgClinDisease_AI,N_incDs,4430.9764627434,3478.42832819994,5626.96922946865
2042,ProgClinDisease_AI,N_incDs,4344.27167016104,3410.47405349797,5545.1953948106
2043,ProgClinDisease_AI,N_incDs,4263.45516077754,3327.45327970729,5479.08203697043
2044,ProgClinDisease_AI,N_incDs,4184.24918229265,3254.7260696117,5424.05701685805
2045,ProgClinDisease_AI,N_incDs,4114.07880380161,3197.15199794446,5366.12310178729
2046,ProgClinDisease_AI,N_incDs,4043.53390122971,3124.17428864453,5311.8510760505
2047,ProgClinDisease_AI,N_incDs,3975.98176439714,3050.34487180938,5261.68519871891
2048,ProgClinDisease_AI,N_incDs,3902.10145254935,2979.17266116672,5217.83497529315
2049,ProgClinDisease_AI,N_incDs,3843.45999505084,2910.37497882568,5175.26404832603
2050,ProgClinDisease_AI,N_incDs,3791.97950705274,2848.59994661585,5128.07762232483
2023,baseline,N_incDc,2738.74642922664,2402.97582854955,3177.77546534518
2024,baseline,N_incDc,2669.11199776337,2330.23937472964,3106.29907153253
2025,baseline,N_incDc,2597.36880247779,2263.19308981869,3037.77633490808
2026,baseline,N_incDc,2529.53566227305,2199.32739409808,2971.79478853048
2027,baseline,N_incDc,2467.18021237602,2137.28958169556,2912.11872130673
2028,baseline,N_incDc,2407.1264816221,2076.36384426497,2856.07311352017
2029,baseline,N_incDc,2347.43580472992,2017.67007502964,2805.1551535307
2030,baseline,N_incDc,2289.65904076266,1963.87959637982,2756.90583303907
2031,baseline,N_incDc,2236.712435141,1911.68038098701,2710.58829522531
2032,baseline,N_incDc,2187.2260312291,1863.43390280564,2665.38617445562
2033,baseline,N_incDc,2138.9185644468,1816.45963107729,2622.39580785296
2034,baseline,N_incDc,2094.85520252634,1771.51443498058,2582.14078292301
2035,baseline,N_incDc,2051.65454938229,1728.436761595,2544.74407136188
2036,baseline,N_incDc,2007.63220926108,1687.1947361733,2509.11687471316
2037,baseline,N_incDc,1965.1823077298,1647.35336315802,2475.22329119912
2038,baseline,N_incDc,1923.86749964783,1607.6120268178,2445.52429481368
2039,baseline,N_incDc,1884.35792330881,1565.77781973611,2414.89248928907
2040,baseline,N_incDc,1850.8607044183,1529.42382427995,2383.58107595721
2041,baseline,N_incDc,1816.62863988188,1494.32223061307,2353.10395203347
2042,baseline,N_incDc,1785.35423334954,1458.73308864186,2326.96994223503
2043,baseline,N_incDc,1750.95791531739,1422.85043859196,2301.92120811737
2044,baseline,N_incDc,1719.05799775375,1387.43278638808,2277.87826774949
2045,baseline,N_incDc,1684.07201684521,1353.72990146436,2254.16607328227
2046,baseline,N_incDc,1654.5604585291,1322.22987059844,2231.48100291725
2047,baseline,N_incDc,1627.22745139324,1292.97947919649,2209.71620049278
2048,baseline,N_incDc,1598.89551409497,1264.67477523164,2188.78667367813
2049,baseline,N_incDc,1572.1229972574,1236.84850905596,2168.64388325107
2050,baseline,N_incDc,1545.8601757298,1210.40035309717,2149.21625455214
2023,ProgAnyDisease_AI,N_incDc,2738.74642922506,2402.97582854144,3177.77546532259
2024,ProgAnyDisease_AI,N_incDc,2669.11199776149,2330.23937472151,3106.29907150978
2025,ProgAnyDisease_AI,N_incDc,2597.36880247566,2263.19308980956,3037.77633488547
2026,ProgAnyDisease_AI,N_incDc,2529.53566227147,2199.32739409363,2971.79478850641
2027,ProgAnyDisease_AI,N_incDc,2467.18021237353,2137.28958169145,2912.11872127834
2028,ProgAnyDisease_AI,N_incDc,2407.12648161944,2076.36384426026,2856.0731134967
2029,ProgAnyDisease_AI,N_incDc,2347.43580472726,2017.67007502493,2805.15515351686
2030,ProgAnyDisease_AI,N_incDc,2276.67156741806,1948.33459601091,2724.55413548415
2031,ProgAnyDisease_AI,N_incDc,2191.06594653763,1863.13978486485,2620.7152498138
2032,ProgAnyDisease_AI,N_incDc,2096.95845863507,1775.0251403634,2502.21313184468
2033,ProgAnyDisease_AI,N_incDc,1993.40899441433,1684.3284665723,2377.82004211566
2034,ProgAnyDisease_AI,N_incDc,1881.44441543491,1588.36993616871,2246.86712203184
2035,ProgAnyDisease_AI,N_incDc,1782.50170518411,1500.29682843696,2136.7622849031
2036,ProgAnyDisease_AI,N_incDc,1693.11123381056,1424.73662402869,2043.93251719069
2037,ProgAnyDisease_AI,N_incDc,1610.15241564454,1354.85474743721,1955.78357090376
2038,ProgAnyDisease_AI,N_incDc,1532.12969481277,1288.43928241952,1873.1324703262
2039,ProgAnyDisease_AI,N_incDc,1465.44131794315,1228.33135524285,1801.65396732061
2040,ProgAnyDisease_AI,N_incDc,1371.03115773551,1132.48783276292,1686.58845972474
2041,ProgAnyDisease_AI,N_incDc,1270.67954520294,1042.97018071082,1574.5594231089
2042,ProgAnyDisease_AI,N_incDc,1188.59217273796,971.806138180422,1488.04181083424
2043,ProgAnyDisease_AI,N_incDc,1112.4692662456,909.849571453003,1411.76422493362
2044,ProgAnyDisease_AI,N_incDc,1047.57573404971,855.071347939287,1342.846949825
2045,ProgAnyDisease_AI,N_incDc,992.578351593149,805.110661115749,1280.22930066345
2046,ProgAnyDisease_AI,N_incDc,939.733997851664,762.546208825415,1221.43230425337
2047,ProgAnyDisease_AI,N_incDc,894.22738304409,721.009088499747,1173.26308488464
2048,ProgAnyDisease_AI,N_incDc,851.363041335778,682.595047601954,1129.63881126002
2049,ProgAnyDisease_AI,N_incDc,814.798980964485,648.592460642612,1089.40484025284
2050,ProgAnyDisease_AI,N_incDc,781.516546326102,619.178654457328,1052.20889009919
2023,ProgInfecDisease_AI,N_incDc,2738.74642922506,2402.97582854144,3177.77546532259
2024,ProgInfecDisease_AI,N_incDc,2669.11199776149,2330.23937472151,3106.29907150978
2025,ProgInfecDisease_AI,N_incDc,2597.36880247566,2263.19308980956,3037.77633488547
2026,ProgInfecDisease_AI,N_incDc,2529.53566227147,2199.32739409363,2971.79478850641
2027,ProgInfecDisease_AI,N_incDc,2467.18021237353,2137.28958169145,2912.11872127834
2028,ProgInfecDisease_AI,N_incDc,2407.12648161944,2076.36384426026,2856.0731134967
2029,ProgInfecDisease_AI,N_incDc,2347.43580472726,2017.67007502493,2805.15515351686
2030,ProgInfecDisease_AI,N_incDc,2276.70258224916,1948.24796721005,2724.11641593653
2031,ProgInfecDisease_AI,N_incDc,2191.69140743308,1863.00512724414,2619.30472741664
2032,ProgInfecDisease_AI,N_incDc,2101.01619283639,1777.1166584745,2505.11739335217
2033,ProgInfecDisease_AI,N_incDc,1999.82494926886,1690.39273168246,2378.20781925648
2034,ProgInfecDisease_AI,N_incDc,1898.68286704139,1597.04736556217,2262.15515729726
2035,ProgInfecDisease_AI,N_incDc,1812.54868500294,1518.39347935693,2165.0705022087
2036,ProgInfecDisease_AI,N_incDc,1737.11833973122,1449.98484764865,2080.92296944986
2037,ProgInfecDisease_AI,N_incDc,1666.47505676465,1387.36430097118,2007.94872169859
2038,ProgInfecDisease_AI,N_incDc,1605.3166046622,1328.7980241598,1941.09765628183
2039,ProgInfecDisease_AI,N_incDc,1547.0027796589,1274.29071673688,1882.82946411646
2040,ProgInfecDisease_AI,N_incDc,1453.32743912437,1187.69161995608,1792.28305499576
2041,ProgInfecDisease_AI,N_incDc,1361.44660937323,1102.17011375042,1700.91988177606
2042,ProgInfecDisease_AI,N_incDc,1284.75055167411,1035.51986090262,1628.03954825285
2043,ProgInfecDisease_AI,N_incDc,1221.32542964562,979.797199816145,1563.21489694006
2044,ProgInfecDisease_AI,N_incDc,1166.54670338408,931.490962203753,1506.72503358636
2045,ProgInfecDisease_AI,N_incDc,1113.79514838542,887.370943886946,1456.99697581581
2046,ProgInfecDisease_AI,N_incDc,1068.95141104546,847.370304817131,1410.65296337364
2047,ProgInfecDisease_AI,N_incDc,1026.66683215139,810.108865201547,1370.17025360029
2048,ProgInfecDisease_AI,N_incDc,989.436252603924,777.611446905699,1335.30410830163
2049,ProgInfecDisease_AI,N_incDc,955.292703180547,745.469903637097,1301.54848474126
2050,ProgInfecDisease_AI,N_incDc,924.960842355422,716.277513705491,1270.02779204166
2023,ProgClinDisease_AI,N_incDc,2738.74642922506,2402.97582854144,3177.77546532259
2024,ProgClinDisease_AI,N_incDc,2669.11199776149,2330.23937472151,3106.29907150978
2025,ProgClinDisease_AI,N_incDc,2597.36880247566,2263.19308980956,3037.77633488547
2026,ProgClinDisease_AI,N_incDc,2529.53566227147,2199.32739409363,2971.79478850641
2027,ProgClinDisease_AI,N_incDc,2467.18021237353,2137.28958169145,2912.11872127834
2028,ProgClinDisease_AI,N_incDc,2407.12648161944,2076.36384426026,2856.0731134967
2029,ProgClinDisease_AI,N_incDc,2347.43580472726,2017.67007502493,2805.15515351686
2030,ProgClinDisease_AI,N_incDc,2278.61025441843,1951.15521065354,2730.06183683951
2031,ProgClinDisease_AI,N_incDc,2201.83798895563,1876.43330451273,2643.73871136253
2032,ProgClinDisease_AI,N_incDc,2126.21043221683,1805.12819004648,2559.26324552631
2033,ProgClinDisease_AI,N_incDc,2051.35103050727,1735.68773417404,2472.47483992843
2034,ProgClinDisease_AI,N_incDc,1979.45469546043,1669.42445667938,2391.47551650652
2035,ProgClinDisease_AI,N_incDc,1920.95743133607,1617.16017395463,2336.51784277202
2036,ProgClinDisease_AI,N_incDc,1873.93218982674,1571.21688119366,2298.80829755825
2037,ProgClinDisease_AI,N_incDc,1833.73376299812,1531.46265130166,2264.57386074025
2038,ProgClinDisease_AI,N_incDc,1794.62436441398,1494.49601150546,2237.60976334781
2039,ProgClinDisease_AI,N_incDc,1759.14588221784,1463.50976196558,2213.86413477915
2040,ProgClinDisease_AI,N_incDc,1687.8286562298,1395.33635395788,2117.25400274812
2041,ProgClinDisease_AI,N_incDc,1619.74823416656,1332.0981548967,2044.34595903042
2042,ProgClinDisease_AI,N_incDc,1572.22820913789,1289.33924318552,2001.83553170867
2043,ProgClinDisease_AI,N_incDc,1537.06955099969,1253.75820029526,1972.2558137915
2044,ProgClinDisease_AI,N_incDc,1510.44354037929,1225.59404215474,1950.51906165394
2045,ProgClinDisease_AI,N_incDc,1484.04766211352,1200.73359271651,1935.81286632815
2046,ProgClinDisease_AI,N_incDc,1461.77166708141,1180.13188458393,1925.73972960162
2047,ProgClinDisease_AI,N_incDc,1441.86170223517,1156.13970869856,1918.07623817709
2048,ProgClinDisease_AI,N_incDc,1424.1698359145,1135.16415217311,1911.83944231016
2049,ProgClinDisease_AI,N_incDc,1407.52831362111,1115.66630071535,1906.09643446427
2050,ProgClinDisease_AI,N_incDc,1391.85979874026,1096.30208592831,1900.43962883266
2023,baseline,N_incDsDc,9495.20381654519,8142.14910247579,10885.5300197144
2024,baseline,N_incDsDc,9235.63052081615,7894.75799207924,10670.974228314
2025,baseline,N_incDsDc,8992.05469141616,7660.91252192158,10447.1914726306
2026,baseline,N_incDsDc,8768.573193471,7443.94264082382,10227.9596034446
2027,baseline,N_incDsDc,8546.55100795361,7239.22335384616,10019.2441687815
2028,baseline,N_incDsDc,8342.58320241342,7039.66558094301,9824.45967142587
2029,baseline,N_incDsDc,8139.50989489618,6846.24882950245,9618.11591571934
2030,baseline,N_incDsDc,7954.02934591102,6669.87536524086,9449.38389988869
2031,baseline,N_incDsDc,7783.3247580108,6498.48987874848,9293.81644547654
2032,baseline,N_incDsDc,7611.39982557624,6331.32429542533,9143.48044758791
2033,baseline,N_incDsDc,7447.54388828313,6164.54326637501,8983.19689323749
2034,baseline,N_incDsDc,7291.86368813347,6004.87886248951,8822.77787555794
2035,baseline,N_incDsDc,7134.21207373041,5850.66305826936,8685.50808939649
2036,baseline,N_incDsDc,6988.2959314806,5702.33870151729,8564.84585236529
2037,baseline,N_incDsDc,6838.54325410329,5559.96910750075,8449.64789324981
2038,baseline,N_incDsDc,6698.0888517099,5424.94822419229,8339.79704437093
2039,baseline,N_incDsDc,6561.24580369015,5289.67560744259,8235.12498655428
2040,baseline,N_incDsDc,6436.89993795409,5165.29855652258,8135.6933023708
2041,baseline,N_incDsDc,6313.88605029116,5044.38899444548,8041.07097225438
2042,baseline,N_incDsDc,6191.66848633361,4929.30472664489,7950.88570685568
2043,baseline,N_incDsDc,6072.71407234441,4812.14319378263,7864.7849156771
2044,baseline,N_incDsDc,5963.03025656411,4705.20793161124,7782.447049998
2045,baseline,N_incDsDc,5855.59656478147,4592.57688905382,7700.22912137302
2046,baseline,N_incDsDc,5756.30519196327,4483.85368669277,7626.49680289882
2047,baseline,N_incDsDc,5653.2378654849,4378.63224157895,7555.16287376525
2048,baseline,N_incDsDc,5553.81015354767,4282.3705957191,7467.41017467202
2049,baseline,N_incDsDc,5461.26746791286,4194.7218010445,7382.76781379033
2050,baseline,N_incDsDc,5377.97890575843,4110.8628284992,7309.18886797671
2023,ProgAnyDisease_AI,N_incDsDc,9495.20381654058,8142.14910246318,10885.5300196913
2024,ProgAnyDisease_AI,N_incDsDc,9235.63052080241,7894.75799206428,10670.9742282563
2025,ProgAnyDisease_AI,N_incDsDc,8992.05469140572,7660.91252190744,10447.1914725674
2026,ProgAnyDisease_AI,N_incDsDc,8768.57319346702,7443.94264079825,10227.9596033772
2027,ProgAnyDisease_AI,N_incDsDc,8546.55100788753,7239.22335382398,10019.2441687458
2028,ProgAnyDisease_AI,N_incDsDc,8342.58320238684,7039.66558092411,9824.45967141554
2029,ProgAnyDisease_AI,N_incDsDc,8139.50989489094,6846.24882947612,9618.11591567908
2030,ProgAnyDisease_AI,N_incDsDc,7900.12439653183,6593.68258767723,9349.48240983108
2031,ProgAnyDisease_AI,N_incDsDc,7583.64132366054,6304.970659051,9012.2136866411
2032,ProgAnyDisease_AI,N_incDsDc,7229.199089502,5990.53374846,8644.55859349368
2033,ProgAnyDisease_AI,N_incDsDc,6852.33816904664,5650.49287626494,8263.51299244472
2034,ProgAnyDisease_AI,N_incDsDc,6476.64991432119,5296.70462755847,7838.4162103542
2035,ProgAnyDisease_AI,N_incDsDc,6139.42043521074,5008.91043102484,7467.16863473605
2036,ProgAnyDisease_AI,N_incDsDc,5846.58450208519,4751.42484856491,7150.12401256296
2037,ProgAnyDisease_AI,N_incDsDc,5554.46520950882,4515.92160468368,6862.77201257189
2038,ProgAnyDisease_AI,N_incDsDc,5287.95320344074,4303.400335565,6601.92273954794
2039,ProgAnyDisease_AI,N_incDsDc,5043.40920683395,4110.77229409368,6358.83191332249
2040,ProgAnyDisease_AI,N_incDsDc,4640.62141360765,3731.21051683535,5937.72658309263
2041,ProgAnyDisease_AI,N_incDsDc,4319.42399916835,3470.90166671608,5565.47098353249
2042,ProgAnyDisease_AI,N_incDsDc,4046.64607018851,3223.66213923878,5266.90602183945
2043,ProgAnyDisease_AI,N_incDsDc,3800.77610940057,3019.17469549114,4997.1027977384
2044,ProgAnyDisease_AI,N_incDsDc,3594.28244274262,2833.52547696828,4762.12796958089
2045,ProgAnyDisease_AI,N_incDsDc,3405.52873726771,2668.12410953433,4543.08377162878
2046,ProgAnyDisease_AI,N_incDsDc,3236.81319525193,2522.64201976425,4345.69196452192
2047,ProgAnyDisease_AI,N_incDsDc,3080.98302845066,2394.99945970579,4167.6812831493
2048,ProgAnyDisease_AI,N_incDsDc,2943.56107864434,2280.57484186134,4003.57674388528
2049,ProgAnyDisease_AI,N_incDsDc,2816.79808917101,2174.89775536474,3860.17942007699
2050,ProgAnyDisease_AI,N_incDsDc,2700.88638409931,2078.34381957563,3727.06754462642
2023,ProgInfecDisease_AI,N_incDsDc,9495.20381654058,8142.14910246318,10885.5300196913
2024,ProgInfecDisease_AI,N_incDsDc,9235.63052080241,7894.75799206428,10670.9742282563
2025,ProgInfecDisease_AI,N_incDsDc,8992.05469140572,7660.91252190744,10447.1914725674
2026,ProgInfecDisease_AI,N_incDsDc,8768.57319346702,7443.94264079825,10227.9596033772
2027,ProgInfecDisease_AI,N_incDsDc,8546.55100788753,7239.22335382398,10019.2441687458
2028,ProgInfecDisease_AI,N_incDsDc,8342.58320238684,7039.66558092411,9824.45967141554
2029,ProgInfecDisease_AI,N_incDsDc,8139.50989489094,6846.24882947612,9618.11591567908
2030,ProgInfecDisease_AI,N_incDsDc,7900.45268379297,6592.61003466621,9349.63132859199
2031,ProgInfecDisease_AI,N_incDsDc,7585.46863170935,6305.20423599653,9010.97645399618
2032,ProgInfecDisease_AI,N_incDsDc,7244.78706445242,5996.21437808872,8660.72902539471
2033,ProgInfecDisease_AI,N_incDsDc,6897.41132224639,5665.21809215845,8315.91427018417
2034,ProgInfecDisease_AI,N_incDsDc,6545.42873032573,5324.53101391862,7940.11215264399
2035,ProgInfecDisease_AI,N_incDsDc,6252.12204215663,5056.79749558233,7600.54378108652
2036,ProgInfecDisease_AI,N_incDsDc,5989.01831970243,4827.08784932299,7337.84498044498
2037,ProgInfecDisease_AI,N_incDsDc,5750.14555427535,4635.33424690634,7089.98023724153
2038,ProgInfecDisease_AI,N_incDsDc,5531.23728546506,4453.79226218556,6886.28516763589
2039,ProgInfecDisease_AI,N_incDsDc,5326.47266549404,4263.44854852433,6692.49116762175
2040,ProgInfecDisease_AI,N_incDsDc,4929.25892021112,3912.05294674554,6307.81650053544
2041,ProgInfecDisease_AI,N_incDsDc,4624.37940788215,3637.24857979139,5997.03380392545
2042,ProgInfecDisease_AI,N_incDsDc,4368.37270514478,3411.29828785984,5727.17884607732
2043,ProgInfecDisease_AI,N_incDsDc,4156.43075503998,3215.51324269301,5505.59531868485
2044,ProgInfecDisease_AI,N_incDsDc,3961.73300959343,3059.08850583664,5312.38503065437
2045,ProgInfecDisease_AI,N_incDsDc,3792.38795611896,2924.44927766272,5141.56489723596
2046,ProgInfecDisease_AI,N_incDsDc,3632.99706028206,2803.53639781198,4979.95914863364
2047,ProgInfecDisease_AI,N_incDsDc,3502.28885848095,2694.36665883377,4837.31697383071
2048,ProgInfecDisease_AI,N_incDsDc,3379.67854796489,2589.90893651959,4710.94663648904
2049,ProgInfecDisease_AI,N_incDsDc,3268.43727908494,2489.01040481299,4595.75459883064
2050,ProgInfecDisease_AI,N_incDsDc,3162.85839602183,2397.38423597612,4490.70513337818
2023,ProgClinDisease_AI,N_incDsDc,9495.20381654058,8142.14910246318,10885.5300196913
2024,ProgClinDisease_AI,N_incDsDc,9235.63052080241,7894.75799206428,10670.9742282563
2025,ProgClinDisease_AI,N_incDsDc,8992.05469140572,7660.91252190744,10447.1914725674
2026,ProgClinDisease_AI,N_incDsDc,8768.57319346702,7443.94264079825,10227.9596033772
2027,ProgClinDisease_AI,N_incDsDc,8546.55100788753,7239.22335382398,10019.2441687458
2028,ProgClinDisease_AI,N_incDsDc,8342.58320238684,7039.66558092411,9824.45967141554
2029,ProgClinDisease_AI,N_incDsDc,8139.50989489094,6846.24882947612,9618.11591567908
2030,ProgClinDisease_AI,N_incDsDc,7940.62505724944,6655.23457404135,9418.72239163664
2031,ProgClinDisease_AI,N_incDsDc,7746.93817069417,6457.69080291797,9210.47619034215
2032,ProgClinDisease_AI,N_incDsDc,7543.5039262218,6259.98491711255,9004.35198803249
