Year,Runtype,Indicator,medval,lowval,highval
2043,ProgAnyDisease_CI,N_incDs,3923.56040298027,2902.1651734173,5143.70472724206
2044,ProgAnyDisease_CI,N_incDs,3842.78782469008,2826.30705396679,5059.37646545351
2045,ProgAnyDisease_CI,N_incDs,3769.55919660354,2758.3637450964,4979.29510982367
2046,ProgAnyDisease_CI,N_incDs,3698.05412849256,2695.77683304235,4903.64229122371
2047,ProgAnyDisease_CI,N_incDs,3628.20313573061,2628.52103892085,4832.99774175522
2048,ProgAnyDisease_CI,N_incDs,3559.85872644109,2565.13436267135,4765.79248100354
2049,ProgAnyDisease_CI,N_incDs,3493.28795520908,2502.72972779756,4703.63762015619
2050,ProgAnyDisease_CI,N_incDs,3432.03344853175,2440.21378975916,4642.85871371732
2023,ProgInfecDisease_CI,N_incDs,6643.62400198878,5455.35700603707,8116.83524548537
2024,ProgInfecDisease_CI,N_incDs,6467.38804742427,5278.29109879975,7934.55018924595
2025,ProgInfecDisease_CI,N_incDs,6299.0531085628,5111.23676684109,7748.61920382128
2026,ProgInfecDisease_CI,N_incDs,6144.87642405444,4953.40126158934,7568.8304775086
2027,ProgInfecDisease_CI,N_incDs,5989.22916852199,4804.19313081037,7399.48152530609
2028,ProgInfecDisease_CI,N_incDs,5841.97760142622,4663.02047417176,7237.40628494751
2029,ProgInfecDisease_CI,N_incDs,5695.79404395703,4533.70054871171,7086.43543291908
2030,ProgInfecDisease_CI,N_incDs,5525.45979197543,4373.54689076845,6910.6791126027
2031,ProgInfecDisease_CI,N_incDs,5366.76452820042,4224.85772978575,6735.13785851593
2032,ProgInfecDisease_CI,N_incDs,5215.16400972975,4083.43062364428,6559.61247074821
2033,ProgInfecDisease_CI,N_incDs,5068.80748969773,3955.33251032299,6403.19814059358
2034,ProgInfecDisease_CI,N_incDs,4937.66041592056,3834.94583012957,6251.22346308068
2035,ProgInfecDisease_CI,N_incDs,4836.69618172805,3730.38837621995,6124.41622296448
2036,ProgInfecDisease_CI,N_incDs,4729.36714197911,3632.39516048585,6013.71877818079
2037,ProgInfecDisease_CI,N_incDs,4623.71478169398,3541.22698448344,5924.84359746134
2038,ProgInfecDisease_CI,N_incDs,4530.00304282593,3440.58492321596,5827.93737448787
2039,ProgInfecDisease_CI,N_incDs,4438.63344488128,3343.56974020534,5728.01933520679
2040,ProgInfecDisease_CI,N_incDs,4230.28354443686,3176.71844475103,5474.67911146778
2041,ProgInfecDisease_CI,N_incDs,4147.3383777871,3099.95596318196,5402.10510542698
2042,ProgInfecDisease_CI,N_incDs,4068.92654584476,3020.52383148291,5322.77958189297
2043,ProgInfecDisease_CI,N_incDs,3988.89881325792,2946.73890438733,5243.10153629986
2044,ProgInfecDisease_CI,N_incDs,3910.98019466048,2873.88932780633,5159.21533118447
2045,ProgInfecDisease_CI,N_incDs,3834.32541546268,2806.15075542742,5077.87606899917
2046,ProgInfecDisease_CI,N_incDs,3769.05271036328,2745.89417823723,5000.87690388585
2047,ProgInfecDisease_CI,N_incDs,3701.44613518614,2680.56804953441,4925.84108077571
2048,ProgInfecDisease_CI,N_incDs,3636.50032748853,2613.696667918,4861.05564955917
2049,ProgInfecDisease_CI,N_incDs,3572.0862278959,2548.53526893263,4802.58625576175
2050,ProgInfecDisease_CI,N_incDs,3515.37999690098,2485.83822905282,4747.73019425248
2023,ProgClinDisease_CI,N_incDs,6643.62400198878,5455.35700603707,8116.83524548537
2024,ProgClinDisease_CI,N_incDs,6467.38804742427,5278.29109879975,7934.55018924595
2025,ProgClinDisease_CI,N_incDs,6299.0531085628,5111.23676684109,7748.61920382128
2026,ProgClinDisease_CI,N_incDs,6144.87642405444,4953.40126158934,7568.8304775086
2027,ProgClinDisease_CI,N_incDs,5989.22916852199,4804.19313081037,7399.48152530609
2028,ProgClinDisease_CI,N_incDs,5841.97760142622,4663.02047417176,7237.40628494751
2029,ProgClinDisease_CI,N_incDs,5695.79404395703,4533.70054871171,7086.43543291908
2030,ProgClinDisease_CI,N_incDs,5559.29189705,4400.37525844349,6938.55240994499
2031,ProgClinDisease_CI,N_incDs,5424.84677162922,4279.59306740264,6787.9276989871
2032,ProgClinDisease_CI,N_incDs,5295.15250848157,4162.38856736843,6652.00432186368
2033,ProgClinDisease_CI,N_incDs,5178.39924653986,4046.08871663334,6512.20037427517
2034,ProgClinDisease_CI,N_incDs,5064.51710480636,3940.04421458301,6376.42682493974
2035,ProgClinDisease_CI,N_incDs,4954.58617748419,3841.4486910218,6254.38369516371
2036,ProgClinDisease_CI,N_incDs,4855.3912281555,3747.99934575651,6168.08257708517
2037,ProgClinDisease_CI,N_incDs,4759.01654640004,3658.74994288985,6074.49574138546
2038,ProgClinDisease_CI,N_incDs,4662.03989833835,3572.74936378403,5981.1479046359
2039,ProgClinDisease_CI,N_incDs,4570.52652602553,3480.8525632344,5890.54965814857
2040,ProgClinDisease_CI,N_incDs,4476.396245863,3387.2563671032,5799.25386163733
2041,ProgClinDisease_CI,N_incDs,4390.22755697475,3308.18071515015,5710.31209096146
2042,ProgClinDisease_CI,N_incDs,4315.68721907581,3236.80257796395,5629.85974191607
2043,ProgClinDisease_CI,N_incDs,4236.17616388318,3163.15852183888,5552.67431277124
2044,ProgClinDisease_CI,N_incDs,4161.2729241004,3085.58365241368,5478.58755678464
2045,ProgClinDisease_CI,N_incDs,4085.1977242827,3008.00561555675,5404.65765233736
2046,ProgClinDisease_CI,N_incDs,4007.98731752169,2932.89690814002,5335.97516798098
2047,ProgClinDisease_CI,N_incDs,3934.57716212434,2860.16394872037,5269.65865985671
2048,ProgClinDisease_CI,N_incDs,3864.65925594266,2789.74429412165,5207.00478312869
2049,ProgClinDisease_CI,N_incDs,3802.18919902457,2721.57513041651,5144.03624296389
2050,ProgClinDisease_CI,N_incDs,3740.11553903815,2659.39011960746,5089.22536039319
2023,ProgAnyDisease_AI,N_incDs,6643.62400198878,5455.35700603707,8116.83524548537
2024,ProgAnyDisease_AI,N_incDs,6467.38804742427,5278.29109879975,7934.55018924595
2025,ProgAnyDisease_AI,N_incDs,6299.0531085628,5111.23676684109,7748.61920382128
2026,ProgAnyDisease_AI,N_incDs,6144.87642405444,4953.40126158934,7568.8304775086
2027,ProgAnyDisease_AI,N_incDs,5989.22916852199,4804.19313081037,7399.48152530609
2028,ProgAnyDisease_AI,N_incDs,5841.97760142622,4663.02047417176,7237.40628494751
2029,ProgAnyDisease_AI,N_incDs,5695.79404395703,4533.70054871171,7086.43543291908
2030,ProgAnyDisease_AI,N_incDs,5502.57924035483,4354.90198703164,6887.39790066437
2031,ProgAnyDisease_AI,N_incDs,5293.50958876782,4159.05786565568,6641.35628096257
2032,ProgAnyDisease_AI,N_incDs,5045.36961219965,3951.7461499888,6360.83891188403
2033,ProgAnyDisease_AI,N_incDs,4786.41813574063,3736.593564639,6059.30726519805
2034,ProgAnyDisease_AI,N_incDs,4524.19979792749,3513.36568473386,5745.53974037439
2035,ProgAnyDisease_AI,N_incDs,4284.46079008313,3315.88685869541,5471.53241983913
2036,ProgAnyDisease_AI,N_incDs,4072.65460009398,3147.44088156694,5213.20408905959
2037,ProgAnyDisease_AI,N_incDs,3883.38941424473,2995.40349379825,4978.26727391316
2038,ProgAnyDisease_AI,N_incDs,3710.41725988062,2842.7008833181,4769.09764833143
2039,ProgAnyDisease_AI,N_incDs,3559.46708785115,2712.82116020092,4576.01708576923
2040,ProgAnyDisease_AI,N_incDs,3267.06167928971,2463.96144751512,4261.10959406428
2041,ProgAnyDisease_AI,N_incDs,3061.82115421342,2291.25636038694,3995.51683624649
2042,ProgAnyDisease_AI,N_incDs,2869.07437973617,2136.13621524425,3764.48114601602
2043,ProgAnyDisease_AI,N_incDs,2700.77597831691,1997.91189167908,3575.69859151366
2044,ProgAnyDisease_AI,N_incDs,2554.88666211805,1878.35498213483,3410.50027498901
2045,ProgAnyDisease_AI,N_incDs,2426.34522875914,1770.28378418624,3257.44300041441
2046,ProgAnyDisease_AI,N_incDs,2307.42392613223,1671.76120059948,3116.7392417648
2047,ProgAnyDisease_AI,N_incDs,2197.00831991849,1580.03303842083,2994.66422308264
2048,ProgAnyDisease_AI,N_incDs,2093.79462166274,1497.46121542366,2886.07448665962
2049,ProgAnyDisease_AI,N_incDs,2008.02740850909,1422.87729555945,2783.47316645453
2050,ProgAnyDisease_AI,N_incDs,1931.96071871211,1355.26280051646,2686.53277298927
2023,ProgInfecDisease_AI,N_incDs,6643.62400198878,5455.35700603707,8116.83524548537
2024,ProgInfecDisease_AI,N_incDs,6467.38804742427,5278.29109879975,7934.55018924595
2025,ProgInfecDisease_AI,N_incDs,6299.0531085628,5111.23676684109,7748.61920382128
2026,ProgInfecDisease_AI,N_incDs,6144.87642405444,4953.40126158934,7568.8304775086
2027,ProgInfecDisease_AI,N_incDs,5989.22916852199,4804.19313081037,7399.48152530609
2028,ProgInfecDisease_AI,N_incDs,5841.97760142622,4663.02047417176,7237.40628494751
2029,ProgInfecDisease_AI,N_incDs,5695.79404395703,4533.70054871171,7086.43543291908
2030,ProgInfecDisease_AI,N_incDs,5502.49123777645,4354.3955358096,6887.92941498847
2031,ProgInfecDisease_AI,N_incDs,5293.71365494271,4159.58564273468,6645.44506056548
2032,ProgInfecDisease_AI,N_incDs,5047.34991212074,3960.65061361932,6383.80284784811
2033,ProgInfecDisease_AI,N_incDs,4809.76694717552,3757.03008350855,6109.0791410208
2034,ProgInfecDisease_AI,N_incDs,4561.38559820142,3544.15437298956,5825.75900690458
2035,ProgInfecDisease_AI,N_incDs,4363.85197779184,3373.70381652483,5582.59076950638
2036,ProgInfecDisease_AI,N_incDs,4189.31517295971,3224.32775570792,5386.86984742391
2037,ProgInfecDisease_AI,N_incDs,4023.89057750173,3091.08355842264,5197.70536299981
2038,ProgInfecDisease_AI,N_incDs,3878.87315324265,2963.63702162747,5027.89145772668
2039,ProgInfecDisease_AI,N_incDs,3741.65067397211,2847.90231181379,4872.90759768512
2040,ProgInfecDisease_AI,N_incDs,3469.98420716781,2608.95567510918,4597.75962898939
2041,ProgInfecDisease_AI,N_incDs,3272.0808646658,2440.07202525679,4355.62317252105
2042,ProgInfecDisease_AI,N_incDs,3109.22672772663,2304.48817010381,4144.29837900379
2043,ProgInfecDisease_AI,N_incDs,2961.11867230344,2188.70899859307,3976.96718091575
2044,ProgInfecDisease_AI,N_incDs,2836.47119385356,2078.10373597855,3827.6131920653
2045,ProgInfecDisease_AI,N_incDs,2714.86723571039,1979.4142577662,3695.08976214949
2046,ProgInfecDisease_AI,N_incDs,2617.56996125547,1890.4861897768,3576.58700296602
2047,ProgInfecDisease_AI,N_incDs,2527.25801531212,1809.86724066916,3470.2753828868
2048,ProgInfecDisease_AI,N_incDs,2441.72170568278,1731.16744069806,3375.73229544979
2049,ProgInfecDisease_AI,N_incDs,2362.13029353384,1663.03996004768,3287.63346478573
2050,ProgInfecDisease_AI,N_incDs,2292.22721818395,1599.70209129522,3214.58424043201
2023,ProgClinDisease_AI,N_incDs,6643.62400198878,5455.35700603707,8116.83524548537
2024,ProgClinDisease_AI,N_incDs,6467.38804742427,5278.29109879975,7934.55018924595
2025,ProgClinDisease_AI,N_incDs,6299.0531085628,5111.23676684109,7748.61920382128
2026,ProgClinDisease_AI,N_incDs,6144.87642405444,4953.40126158934,7568.8304775086
2027,ProgClinDisease_AI,N_incDs,5989.22916852199,4804.19313081037,7399.48152530609
2028,ProgClinDisease_AI,N_incDs,5841.97760142622,4663.02047417176,7237.40628494751
2029,ProgClinDisease_AI,N_incDs,5695.79404395703,4533.70054871171,7086.43543291908
2030,ProgClinDisease_AI,N_incDs,5558.45058163352,4399.81043017895,6938.06093773572
2031,ProgClinDisease_AI,N_incDs,5419.84246477288,4277.16784157493,6784.82401538596
2032,ProgClinDisease_AI,N_incDs,5286.09413058721,4157.32904052264,6643.01850200961
2033,ProgClinDisease_AI,N_incDs,5165.90636890174,4039.82167793611,6495.66236974674
2034,ProgClinDisease_AI,N_incDs,5047.56414130721,3933.39509318585,6351.19113203039
2035,ProgClinDisease_AI,N_incDs,4937.5647556475,3832.10081816306,6226.98221183134
2036,ProgClinDisease_AI,N_incDs,4837.3190442212,3740.0217727844,6133.77130799776
2037,ProgClinDisease_AI,N_incDs,4737.28355880907,3658.68527504619,6032.89038639266
2038,ProgClinDisease_AI,N_incDs,4640.2694147601,3564.72416219445,5934.88081241614
2039,ProgClinDisease_AI,N_incDs,4548.55604840858,3478.2535887012,5847.6435948153
2040,ProgClinDisease_AI,N_incDs,4462.21703068832,3395.09105214158,5758.24420463141
2041,ProgClinDisease_AI,N_incDs,4371.52563625992,3310.97684160636,5662.06518250294
2042,ProgClinDisease_AI,N_incDs,4280.85416895708,3219.73023299079,5574.06961646119
2043,ProgClinDisease_AI,N_incDs,4202.37193524382,3133.9009142714,5499.93812882311
2044,ProgClinDisease_AI,N_incDs,4133.78439119493,3056.29647191424,5430.65071802518
2045,ProgClinDisease_AI,N_incDs,4067.28512884534,2994.91819259614,5368.84519878211
2046,ProgClinDisease_AI,N_incDs,4003.52568316261,2938.50553667106,5307.43196201962
2047,ProgClinDisease_AI,N_incDs,3938.74663811287,2876.43362087528,5242.3411518481
2048,ProgClinDisease_AI,N_incDs,3873.80884553287,2815.98105513702,5179.22670377868
2049,ProgClinDisease_AI,N_incDs,3813.49831339251,2763.46364859473,5118.07072689035
2050,ProgClinDisease_AI,N_incDs,3755.83188398231,2707.96148509521,5057.06735692561
2023,ProgAnyDisease_AI_20y,N_incDs,6643.62400198878,5455.35700603707,8116.83524548537
2024,ProgAnyDisease_AI_20y,N_incDs,6467.38804742427,5278.29109879975,7934.55018924595
2025,ProgAnyDisease_AI_20y,N_incDs,6299.0531085628,5111.23676684109,7748.61920382128
2026,ProgAnyDisease_AI_20y,N_incDs,6144.87642405444,4953.40126158934,7568.8304775086
2027,ProgAnyDisease_AI_20y,N_incDs,5989.22916852199,4804.19313081037,7399.48152530609
2028,ProgAnyDisease_AI_20y,N_incDs,5841.97760142622,4663.02047417176,7237.40628494751
2029,ProgAnyDisease_AI_20y,N_incDs,5695.79404395703,4533.70054871171,7086.43543291908
2030,ProgAnyDisease_AI_20y,N_incDs,5501.55667365521,4353.79052209226,6886.26718978693
2031,ProgAnyDisease_AI_20y,N_incDs,5286.78920309394,4153.94100170659,6633.21937195234
2032,ProgAnyDisease_AI_20y,N_incDs,5022.97146518805,3939.65262005052,6344.5055166931
2033,ProgAnyDisease_AI_20y,N_incDs,4755.85944491581,3713.01802805876,6027.95520694625
2034,ProgAnyDisease_AI_20y,N_incDs,4472.80819728405,3472.98416068042,5687.07557300562
2035,ProgAnyDisease_AI_20y,N_incDs,4215.59853168269,3263.55130473229,5386.84540617061
2036,ProgAnyDisease_AI_20y,N_incDs,3984.27557325861,3081.80781077901,5099.61410654312
2037,ProgAnyDisease_AI_20y,N_incDs,3768.4894484195,2905.24003088837,4838.40101442737
2038,ProgAnyDisease_AI_20y,N_incDs,3576.04957530689,2733.28555262684,4589.49983336416
2039,ProgAnyDisease_AI_20y,N_incDs,3393.50477152861,2585.87229783678,4365.54766883276
2040,ProgAnyDisease_AI_20y,N_incDs,3086.17686875817,2328.27412053157,4050.14021772998
2041,ProgAnyDisease_AI_20y,N_incDs,2865.84703366941,2144.28856953561,3773.05002905306
2042,ProgAnyDisease_AI_20y,N_incDs,2665.22117312303,1977.57006061459,3521.4168054296
2043,ProgAnyDisease_AI_20y,N_incDs,2476.53661542324,1831.52918991315,3293.82175050223
2044,ProgAnyDisease_AI_20y,N_incDs,2317.47727012467,1697.04488899153,3101.99702203176
2045,ProgAnyDisease_AI_20y,N_incDs,2164.86839599237,1576.08525579506,2930.48243779339
2046,ProgAnyDisease_AI_20y,N_incDs,2033.30707282727,1451.15307845577,2767.40896476035
2047,ProgAnyDisease_AI_20y,N_incDs,1910.32139787436,1341.91394343368,2619.8881830401
2048,ProgAnyDisease_AI_20y,N_incDs,1794.88663185285,1252.58285018383,2487.42664488815
2049,ProgAnyDisease_AI_20y,N_incDs,1696.7342762371,1171.6883882512,2367.96896766443
2050,ProgAnyDisease_AI_20y,N_incDs,1601.23882293227,1095.5047330738,2260.03950346783
2023,ProgAnyDisease_AI_25,N_incDs,6643.62400198878,5455.35700603707,8116.83524548537
2024,ProgAnyDisease_AI_25,N_incDs,6467.38804742427,5278.29109879975,7934.55018924595
2025,ProgAnyDisease_AI_25,N_incDs,6299.0531085628,5111.23676684109,7748.61920382128
2026,ProgAnyDisease_AI_25,N_incDs,6144.87642405444,4953.40126158934,7568.8304775086
2027,ProgAnyDisease_AI_25,N_incDs,5989.22916852199,4804.19313081037,7399.48152530609
2028,ProgAnyDisease_AI_25,N_incDs,5841.97760142622,4663.02047417176,7237.40628494751
2029,ProgAnyDisease_AI_25,N_incDs,5695.79404395703,4533.70054871171,7086.43543291908
2030,ProgAnyDisease_AI_25,N_incDs,5530.9026382849,4379.76528373395,6913.85001659571
2031,ProgAnyDisease_AI_25,N_incDs,5357.62890954519,4221.58593512282,6720.2720364166
2032,ProgAnyDisease_AI_25,N_incDs,5176.56481587863,4059.54122557677,6507.91322995984
2033,ProgAnyDisease_AI_25,N_incDs,4995.24285298857,3896.63926307195,6287.20867057378
2034,ProgAnyDisease_AI_25,N_incDs,4803.83277202564,3735.44919782397,6059.85974351594
2035,ProgAnyDisease_AI_25,N_incDs,4629.68156434624,3585.84082700834,5877.36185193574
2036,ProgAnyDisease_AI_25,N_incDs,4458.61120695285,3445.04986207282,5686.19159576836
2037,ProgAnyDisease_AI_25,N_incDs,4308.05639672493,3319.0128752904,5505.98186091101
2038,ProgAnyDisease_AI_25,N_incDs,4159.1038982982,3191.50638617408,5352.25024145534
2039,ProgAnyDisease_AI_25,N_incDs,4023.96433323399,3068.38147576524,5209.9658736527
2040,ProgAnyDisease_AI_25,N_incDs,3824.86841123861,2899.9912363036,4968.14567624354
2041,ProgAnyDisease_AI_25,N_incDs,3654.89297634366,2768.37014157245,4755.00753322249
2042,ProgAnyDisease_AI_25,N_incDs,3509.98393561356,2634.52705011277,4571.06491502914
2043,ProgAnyDisease_AI_25,N_incDs,3379.47063487835,2512.38880611461,4413.42278448519
2044,ProgAnyDisease_AI_25,N_incDs,3246.5049449744,2397.67444927072,4272.84008019353
2045,ProgAnyDisease_AI_25,N_incDs,3136.17268048231,2292.47503316503,4138.708845871
2046,ProgAnyDisease_AI_25,N_incDs,3032.07800366732,2201.02070038179,4015.58191617651
2047,ProgAnyDisease_AI_25,N_incDs,2930.7840991756,2117.15844565473,3901.69674032125
2048,ProgAnyDisease_AI_25,N_incDs,2835.53856342594,2036.7399240093,3796.0675981745
2049,ProgAnyDisease_AI_25,N_incDs,2751.1799429736,1962.17858006097,3697.80633153378
2050,ProgAnyDisease_AI_25,N_incDs,2676.72590731112,1892.85864009023,3609.39386760941
2023,ProgAnyDisease_AI_5y,N_incDs,6643.62400198878,5455.35700603707,8116.83524548537
2024,ProgAnyDisease_AI_5y,N_incDs,6467.38804742427,5278.29109879975,7934.55018924595
2025,ProgAnyDisease_AI_5y,N_incDs,6299.0531085628,5111.23676684109,7748.61920382128
2026,ProgAnyDisease_AI_5y,N_incDs,6144.87642405444,4953.40126158934,7568.8304775086
2027,ProgAnyDisease_AI_5y,N_incDs,5989.22916852199,4804.19313081037,7399.48152530609
2028,ProgAnyDisease_AI_5y,N_incDs,5841.97760142622,4663.02047417176,7237.40628494751
2029,ProgAnyDisease_AI_5y,N_incDs,5695.79404395703,4533.70054871171,7086.43543291908
2030,ProgAnyDisease_AI_5y,N_incDs,5504.53351839378,4357.02356407786,6889.5611597975
2031,ProgAnyDisease_AI_5y,N_incDs,5303.91062579007,4168.43737348873,6652.61486809271
2032,ProgAnyDisease_AI_5y,N_incDs,5080.75245428405,3972.89714747229,6388.22370272944
2033,ProgAnyDisease_AI_5y,N_incDs,4839.68108191423,3777.60111286496,6112.04905789378
2034,ProgAnyDisease_AI_5y,N_incDs,4607.84926328577,3577.11024197554,5835.93001864887
2035,ProgAnyDisease_AI_5y,N_incDs,4407.83870665723,3406.9361397818,5594.66431355864
2036,ProgAnyDisease_AI_5y,N_incDs,4230.03354839472,3256.63554457005,5384.85252852186
2037,ProgAnyDisease_AI_5y,N_incDs,4066.43255920494,3124.83789764301,5208.51272885157
2038,ProgAnyDisease_AI_5y,N_incDs,3914.4445329384,3000.73762106013,5041.67117585778
2039,ProgAnyDisease_AI_5y,N_incDs,3784.2122952375,2894.80537455631,4886.82117715846
2040,ProgAnyDisease_AI_5y,N_incDs,3526.47275695974,2666.77778963457,4569.67371856162
2041,ProgAnyDisease_AI_5y,N_incDs,3347.0316664987,2512.67489089594,4336.67123807942
2042,ProgAnyDisease_AI_5y,N_incDs,3188.47870007522,2378.31450621267,4136.0977977895
2043,ProgAnyDisease_AI_5y,N_incDs,3051.36539829878,2255.90665930336,3970.33397344654
2044,ProgAnyDisease_AI_5y,N_incDs,2925.210186195,2147.39195001987,3835.10120936467
2045,ProgAnyDisease_AI_5y,N_incDs,2822.04273328056,2061.60227237179,3720.84239627042
2046,ProgAnyDisease_AI_5y,N_incDs,2725.01897741625,1982.62462085734,3618.68818370375
2047,ProgAnyDisease_AI_5y,N_incDs,2632.16698451056,1905.21375465998,3526.54457685009
2048,ProgAnyDisease_AI_5y,N_incDs,2554.35450563521,1837.51963410458,3442.70589834294
2049,ProgAnyDisease_AI_5y,N_incDs,2481.42474680017,1775.41042787822,3365.69281408222
2050,ProgAnyDisease_AI_5y,N_incDs,2416.89083081995,1718.06286290093,3294.09514757767
2023,ProgAnyDisease_AI_75,N_incDs,6643.62400198878,5455.35700603707,8116.83524548537
2024,ProgAnyDisease_AI_75,N_incDs,6467.38804742427,5278.29109879975,7934.55018924595
2025,ProgAnyDisease_AI_75,N_incDs,6299.0531085628,5111.23676684109,7748.61920382128
2026,ProgAnyDisease_AI_75,N_incDs,6144.87642405444,4953.40126158934,7568.8304775086
2027,ProgAnyDisease_AI_75,N_incDs,5989.22916852199,4804.19313081037,7399.48152530609
2028,ProgAnyDisease_AI_75,N_incDs,5841.97760142622,4663.02047417176,7237.40628494751
2029,ProgAnyDisease_AI_75,N_incDs,5695.79404395703,4533.70054871171,7086.43543291908
2030,ProgAnyDisease_AI_75,N_incDs,5478.50645674452,4329.32753013065,6860.93106886971
2031,ProgAnyDisease_AI_75,N_incDs,5201.61341809495,4094.80444442409,6560.94339123926
2032,ProgAnyDisease_AI_75,N_incDs,4894.99283841177,3845.94752763034,6215.30158398015
2033,ProgAnyDisease_AI_75,N_incDs,4581.48743394018,3569.64882823526,5821.80717612222
2034,ProgAnyDisease_AI_75,N_incDs,4233.50625743387,3296.98570830487,5426.07947779267
2035,ProgAnyDisease_AI_75,N_incDs,3951.57641644051,3066.49091665886,5076.2604467593
2036,ProgAnyDisease_AI_75,N_incDs,3695.59557464932,2854.34761612324,4765.53909016258
2037,ProgAnyDisease_AI_75,N_incDs,3471.0125250715,2663.06627999399,4489.80872983887
2038,ProgAnyDisease_AI_75,N_incDs,3270.78908900766,2493.6290122011,4239.08908547375
2039,ProgAnyDisease_AI_75,N_incDs,3099.33128056289,2344.7765589576,4019.77328310753
2040,ProgAnyDisease_AI_75,N_incDs,2778.28241282695,2088.23224149716,3668.24555548545
2041,ProgAnyDisease_AI_75,N_incDs,2541.78305121455,1896.93012144205,3381.72371627112
2042,ProgAnyDisease_AI_75,N_incDs,2335.03926146254,1735.90201951361,3123.10110940771
2043,ProgAnyDisease_AI_75,N_incDs,2156.5882856123,1584.36221037553,2918.19487608315
2044,ProgAnyDisease_AI_75,N_incDs,2006.2348152573,1457.81070446158,2739.83876099023
2045,ProgAnyDisease_AI_75,N_incDs,1876.42806908837,1344.40640301785,2567.83619639896
2046,ProgAnyDisease_AI_75,N_incDs,1753.85005226995,1243.31944856995,2419.05789870667
