Year,Runtype,Indicator,medval,lowval,highval
2046,ProgInfecDisease_AI,N_incDs,2578.61389342855,1820.23404345249,3681.60727646742
2047,ProgInfecDisease_AI,N_incDs,2486.02391028877,1741.6632895755,3581.71725277365
2048,ProgInfecDisease_AI,N_incDs,2400.83299897601,1669.98292032655,3490.24759161646
2049,ProgInfecDisease_AI,N_incDs,2321.70284469823,1607.54415092955,3405.90156879813
2050,ProgInfecDisease_AI,N_incDs,2254.10989644361,1550.82087455687,3325.90861965002
2023,ProgClinDisease_AI,N_incDs,6495.01202655062,5297.40498569203,7920.93053740613
2024,ProgClinDisease_AI,N_incDs,6313.88454123145,5120.65987334206,7745.19136772895
2025,ProgClinDisease_AI,N_incDs,6152.17108067024,4959.25880133283,7577.63674272081
2026,ProgClinDisease_AI,N_incDs,5997.02351930089,4811.5974501186,7422.53440946569
2027,ProgClinDisease_AI,N_incDs,5849.89417063186,4673.13262546111,7278.43681813936
2028,ProgClinDisease_AI,N_incDs,5698.02434569208,4539.51509355551,7141.95750194426
2029,ProgClinDisease_AI,N_incDs,5552.74621650288,4409.76328058815,7016.96618719123
2030,ProgClinDisease_AI,N_incDs,5414.82320270466,4281.0452224972,6898.03200632923
2031,ProgClinDisease_AI,N_incDs,5279.32031936538,4157.01184510806,6771.52120189448
2032,ProgClinDisease_AI,N_incDs,5151.20955888995,4039.35019789868,6648.45694817758
2033,ProgClinDisease_AI,N_incDs,5032.63379990971,3933.87540394531,6522.37439711216
2034,ProgClinDisease_AI,N_incDs,4922.47746970931,3828.85037800321,6395.81401282005
2035,ProgClinDisease_AI,N_incDs,4826.71954004443,3731.80033608643,6280.66285736445
2036,ProgClinDisease_AI,N_incDs,4728.45215327857,3643.8154257548,6173.06577050185
2037,ProgClinDisease_AI,N_incDs,4640.18092386684,3561.4903483546,6071.57760318395
2038,ProgClinDisease_AI,N_incDs,4545.82947292828,3484.60961524631,5987.41093114368
2039,ProgClinDisease_AI,N_incDs,4459.1315195004,3413.48144716922,5902.8318952281
2040,ProgClinDisease_AI,N_incDs,4375.16668955404,3335.90498915641,5822.79158750144
2041,ProgClinDisease_AI,N_incDs,4289.56076552476,3258.3835380274,5746.39861534319
2042,ProgClinDisease_AI,N_incDs,4216.2959152824,3190.29066014337,5674.00750446781
2043,ProgClinDisease_AI,N_incDs,4141.78730577775,3129.43143949332,5597.77006402935
2044,ProgClinDisease_AI,N_incDs,4073.55764201434,3069.67441818542,5536.8408902392
2045,ProgClinDisease_AI,N_incDs,4009.69207174247,3011.85724371067,5477.59050992586
2046,ProgClinDisease_AI,N_incDs,3953.47703539349,2958.55971354125,5415.95636475752
2047,ProgClinDisease_AI,N_incDs,3890.6186750635,2897.84410301884,5345.32601142961
2048,ProgClinDisease_AI,N_incDs,3836.89949735701,2845.87441755847,5280.8315167642
2049,ProgClinDisease_AI,N_incDs,3783.36454434933,2797.12271019598,5228.94985945633
2050,ProgClinDisease_AI,N_incDs,3724.02068725563,2748.90088013022,5178.10830806074
2023,baseline,N_incDc,2662.37902939616,2394.3977730404,3060.32963186976
2024,baseline,N_incDc,2590.00257172785,2324.82798870614,3000.39390067489
2025,baseline,N_incDc,2520.11598817145,2256.60465590582,2942.06836551816
2026,baseline,N_incDc,2452.31466423434,2194.10433467964,2884.31552736104
2027,baseline,N_incDc,2389.5090823524,2137.60609862885,2825.12290573523
2028,baseline,N_incDc,2329.13166465588,2071.44257386094,2764.88859064595
2029,baseline,N_incDc,2274.88283383728,2013.37517402936,2710.41036783125
2030,baseline,N_incDc,2219.74676735529,1953.37832519553,2659.7467863392
2031,baseline,N_incDc,2162.44800383559,1897.80029899253,2613.56575622189
2032,baseline,N_incDc,2113.44358550465,1841.78158558017,2569.41119129294
2033,baseline,N_incDc,2066.33794788664,1792.23277314585,2526.88322753692
2034,baseline,N_incDc,2019.5906262159,1742.54540110088,2485.91325515855
2035,baseline,N_incDc,1973.86431363293,1698.97500025968,2446.39562666195
2036,baseline,N_incDc,1930.93362248793,1656.49542911861,2407.34970498758
2037,baseline,N_incDc,1891.44065358645,1615.95148097933,2368.54301863438
2038,baseline,N_incDc,1853.38121632697,1576.75802682411,2329.99067852161
2039,baseline,N_incDc,1818.52702895448,1539.33496946882,2297.4683609252
2040,baseline,N_incDc,1781.70542146173,1503.61645037256,2266.36195884022
2041,baseline,N_incDc,1742.33199872064,1469.36906185817,2236.16849531921
2042,baseline,N_incDc,1710.22825799355,1436.81594667357,2205.81845389049
2043,baseline,N_incDc,1679.00076242917,1405.5218042937,2176.1159150889
2044,baseline,N_incDc,1649.12261968645,1375.49921245884,2144.9936485549
2045,baseline,N_incDc,1619.50989057201,1345.33818695941,2114.71330884615
2046,baseline,N_incDc,1591.66082380586,1310.21136729189,2085.37190649454
2047,baseline,N_incDc,1561.5410010152,1276.40555246651,2057.86886228343
2048,baseline,N_incDc,1534.94787253255,1244.93332040739,2032.3657585078
2049,baseline,N_incDc,1509.90518019299,1214.23828319219,2007.5664415383
2050,baseline,N_incDc,1486.32885311469,1190.18898500441,1986.79552936033
2023,ProgAnyDisease_AI,N_incDc,2662.37902938278,2394.39777303707,3060.32963186877
2024,ProgAnyDisease_AI,N_incDc,2590.00257172187,2324.82798868413,3000.39390067346
2025,ProgAnyDisease_AI,N_incDc,2520.11598815546,2256.60465590317,2942.06836550165
2026,ProgAnyDisease_AI,N_incDc,2452.31466423163,2194.10433467192,2884.31552734088
2027,ProgAnyDisease_AI,N_incDc,2389.50908234102,2137.6060986232,2825.12290573169
2028,ProgAnyDisease_AI,N_incDc,2329.13166464701,2071.44257385575,2764.88859062679
2029,ProgAnyDisease_AI,N_incDc,2274.8828338244,2013.37517402379,2710.41036780906
2030,ProgAnyDisease_AI,N_incDc,2204.04485621393,1939.34939014572,2639.64724369023
2031,ProgAnyDisease_AI,N_incDc,2114.91750983047,1853.69433780398,2561.20282489915
2032,ProgAnyDisease_AI,N_incDc,2019.14378886367,1759.46322724652,2474.64659661396
2033,ProgAnyDisease_AI,N_incDc,1919.17702413726,1659.70758806073,2375.64203377866
2034,ProgAnyDisease_AI,N_incDc,1809.21618953933,1558.94951892577,2263.59039979934
2035,ProgAnyDisease_AI,N_incDc,1711.75780541886,1471.84795329079,2150.81672936092
2036,ProgAnyDisease_AI,N_incDc,1626.27719550941,1395.44889797,2055.62118597771
2037,ProgAnyDisease_AI,N_incDc,1551.50616095237,1326.97501639081,1965.84520613073
2038,ProgAnyDisease_AI,N_incDc,1482.65838435836,1262.95541394421,1883.58785898698
2039,ProgAnyDisease_AI,N_incDc,1416.36636128895,1204.43654299684,1808.80758592888
2040,ProgAnyDisease_AI,N_incDc,1323.35577413521,1117.00122041749,1695.44765341808
2041,ProgAnyDisease_AI,N_incDc,1228.5781256908,1029.48900366051,1583.68805542197
2042,ProgAnyDisease_AI,N_incDc,1152.84164583521,957.554220729485,1490.7925819781
2043,ProgAnyDisease_AI,N_incDc,1084.09421118717,896.94313059275,1409.39291589789
2044,ProgAnyDisease_AI,N_incDc,1022.25912790114,841.050033315375,1336.90322394204
2045,ProgAnyDisease_AI,N_incDc,970.435042443201,789.146673069873,1272.73693061332
2046,ProgAnyDisease_AI,N_incDc,921.4146703182,742.823494617283,1218.80587559489
2047,ProgAnyDisease_AI,N_incDc,877.473653117747,701.309307255667,1170.43214307841
2048,ProgAnyDisease_AI,N_incDc,837.094712257326,664.170064168303,1126.85672540683
2049,ProgAnyDisease_AI,N_incDc,801.223556353325,633.039660567957,1087.35458543434
2050,ProgAnyDisease_AI,N_incDc,767.501918441996,604.770943753155,1051.46621682107
2023,ProgInfecDisease_AI,N_incDc,2662.37902938278,2394.39777303707,3060.32963186877
2024,ProgInfecDisease_AI,N_incDc,2590.00257172187,2324.82798868413,3000.39390067346
2025,ProgInfecDisease_AI,N_incDc,2520.11598815546,2256.60465590317,2942.06836550165
2026,ProgInfecDisease_AI,N_incDc,2452.31466423163,2194.10433467192,2884.31552734088
2027,ProgInfecDisease_AI,N_incDc,2389.50908234102,2137.6060986232,2825.12290573169
2028,ProgInfecDisease_AI,N_incDc,2329.13166464701,2071.44257385575,2764.88859062679
2029,ProgInfecDisease_AI,N_incDc,2274.8828338244,2013.37517402379,2710.41036780906
2030,ProgInfecDisease_AI,N_incDc,2203.98148463105,1939.18469258431,2639.45259703588
2031,ProgInfecDisease_AI,N_incDc,2115.76268234631,1853.99481902466,2562.18290032964
2032,ProgInfecDisease_AI,N_incDc,2022.90919351707,1762.06989861931,2479.1658344352
2033,ProgInfecDisease_AI,N_incDc,1927.8222538175,1667.29143964073,2386.23238882688
2034,ProgInfecDisease_AI,N_incDc,1827.0122233403,1573.40633796584,2285.54089511738
2035,ProgInfecDisease_AI,N_incDc,1741.8730742421,1495.86163291668,2186.637167315
2036,ProgInfecDisease_AI,N_incDc,1670.29675505534,1430.4899491769,2102.31949197733
2037,ProgInfecDisease_AI,N_incDc,1606.14922580131,1371.36137683893,2027.71300867281
2038,ProgInfecDisease_AI,N_incDc,1547.80181270389,1314.98773852232,1960.4441621225
2039,ProgInfecDisease_AI,N_incDc,1493.75852914937,1268.6833946038,1902.1836964266
2040,ProgInfecDisease_AI,N_incDc,1408.4750037995,1188.13750809424,1817.49217926348
2041,ProgInfecDisease_AI,N_incDc,1321.53097563095,1103.44637035751,1717.75658394269
2042,ProgInfecDisease_AI,N_incDc,1251.50381580647,1036.20272919854,1635.51169369542
2043,ProgInfecDisease_AI,N_incDc,1193.11830545126,978.110822249326,1563.57332095996
2044,ProgInfecDisease_AI,N_incDc,1142.12978509152,928.571222170966,1501.26235687763
2045,ProgInfecDisease_AI,N_incDc,1094.97346374102,883.387191120279,1446.48743956555
2046,ProgInfecDisease_AI,N_incDc,1053.01432772188,843.059193696771,1397.61454786751
2047,ProgInfecDisease_AI,N_incDc,1015.55541683297,807.582342578401,1353.53711171588
2048,ProgInfecDisease_AI,N_incDc,981.364268950644,774.54003711625,1315.46803171243
2049,ProgInfecDisease_AI,N_incDc,948.210451682849,744.36903420703,1281.89063798666
2050,ProgInfecDisease_AI,N_incDc,918.459730972646,717.357014821174,1250.86169004133
2023,ProgClinDisease_AI,N_incDc,2662.37902938278,2394.39777303707,3060.32963186877
2024,ProgClinDisease_AI,N_incDc,2590.00257172187,2324.82798868413,3000.39390067346
2025,ProgClinDisease_AI,N_incDc,2520.11598815546,2256.60465590317,2942.06836550165
2026,ProgClinDisease_AI,N_incDc,2452.31466423163,2194.10433467192,2884.31552734088
2027,ProgClinDisease_AI,N_incDc,2389.50908234102,2137.6060986232,2825.12290573169
2028,ProgClinDisease_AI,N_incDc,2329.13166464701,2071.44257385575,2764.88859062679
2029,ProgClinDisease_AI,N_incDc,2274.8828338244,2013.37517402379,2710.41036780906
2030,ProgClinDisease_AI,N_incDc,2206.85201870851,1941.9503153312,2642.8800442925
2031,ProgClinDisease_AI,N_incDc,2127.05414399537,1866.52502408582,2570.83967297415
2032,ProgClinDisease_AI,N_incDc,2048.42473969256,1791.83902125222,2499.69504880516
2033,ProgClinDisease_AI,N_incDc,1974.47525231875,1719.38009890033,2427.6937527126
2034,ProgClinDisease_AI,N_incDc,1904.33987760797,1650.09333055418,2356.72241739162
2035,ProgClinDisease_AI,N_incDc,1848.73942352656,1594.07574176193,2296.64658204717
2036,ProgClinDisease_AI,N_incDc,1805.70713888996,1549.75665703814,2248.07006851364
2037,ProgClinDisease_AI,N_incDc,1763.05718899055,1513.3530318341,2210.41335917245
2038,ProgClinDisease_AI,N_incDc,1731.20528032587,1484.33417747335,2175.54062693452
2039,ProgClinDisease_AI,N_incDc,1698.13043278907,1455.73053979499,2146.54353004509
2040,ProgClinDisease_AI,N_incDc,1632.30951105774,1392.36694978184,2075.50341676342
2041,ProgClinDisease_AI,N_incDc,1569.56204638103,1338.22892946932,2005.35017412277
2042,ProgClinDisease_AI,N_incDc,1525.72347096098,1301.26575842605,1955.07499003145
2043,ProgClinDisease_AI,N_incDc,1491.26667865232,1271.45260733051,1919.93966817287
2044,ProgClinDisease_AI,N_incDc,1466.450220449,1249.78157771665,1890.86774370271
2045,ProgClinDisease_AI,N_incDc,1445.02241158991,1229.61856599641,1867.91411356759
2046,ProgClinDisease_AI,N_incDc,1427.72025826193,1211.05563625219,1853.55197603904
2047,ProgClinDisease_AI,N_incDc,1411.41301034907,1191.39857779359,1841.90613253922
2048,ProgClinDisease_AI,N_incDc,1400.43454054783,1171.20205816127,1835.05163750163
2049,ProgClinDisease_AI,N_incDc,1384.97503187325,1151.72127758618,1828.49329512371
2050,ProgClinDisease_AI,N_incDc,1372.9149793426,1133.24521353009,1821.56976941745
2023,baseline,N_incDsDc,9179.56411288545,7774.03592712768,10881.9706340303
2024,baseline,N_incDsDc,8927.52481687777,7514.60051786433,10640.2561366589
2025,baseline,N_incDsDc,8685.02012012372,7268.86505227104,10422.7450542069
2026,baseline,N_incDsDc,8453.50104183623,7037.55786859368,10221.9357728952
2027,baseline,N_incDsDc,8224.2907495086,6827.30756743024,10037.4119592499
2028,baseline,N_incDsDc,8027.77903683109,6620.02321199999,9847.81726802271
2029,baseline,N_incDsDc,7829.37599239686,6422.28642248209,9650.04488113975
2030,baseline,N_incDsDc,7643.05626563686,6238.2341250523,9459.32742930864
2031,baseline,N_incDsDc,7470.91957415564,6068.23591846461,9275.66923500598
2032,baseline,N_incDsDc,7305.14365334422,5904.66286088811,9111.00710983607
2033,baseline,N_incDsDc,7141.9405810182,5748.96772265042,8962.47347756901
2034,baseline,N_incDsDc,6983.60771671447,5598.93205695709,8819.98946560602
2035,baseline,N_incDsDc,6818.85690936155,5452.50255049416,8681.43157319714
2036,baseline,N_incDsDc,6671.33802314947,5315.96102568032,8538.17002887087
2037,baseline,N_incDsDc,6530.62507328683,5186.38394074377,8399.55615938912
2038,baseline,N_incDsDc,6394.93846257404,5062.01076270582,8265.46430005485
2039,baseline,N_incDsDc,6254.2893884028,4942.09438186534,8139.22772407629
2040,baseline,N_incDsDc,6129.32552294753,4826.80785303816,8031.75306351297
2041,baseline,N_incDsDc,6013.00953714114,4710.07108026481,7930.56300637392
2042,baseline,N_incDsDc,5902.38199626238,4602.01095909931,7839.34258175214
2043,baseline,N_incDsDc,5778.84980668372,4494.28134661397,7751.55682185102
2044,baseline,N_incDsDc,5670.90879660272,4391.13915702184,7667.05675676319
2045,baseline,N_incDsDc,5572.10175402916,4277.26397858721,7577.8111503176
2046,baseline,N_incDsDc,5477.53390582228,4175.43401962064,7479.70168731858
2047,baseline,N_incDsDc,5381.72741996596,4076.60871087497,7377.24505466425
2048,baseline,N_incDsDc,5288.5102467483,3982.49409958954,7282.59923433383
2049,baseline,N_incDsDc,5201.59136553429,3890.04474382206,7191.76775842405
2050,baseline,N_incDsDc,5120.82906730038,3804.54807594837,7103.55050449293
2023,ProgAnyDisease_AI,N_incDsDc,9179.56411281586,7774.03592708111,10881.9706339764
2024,ProgAnyDisease_AI,N_incDsDc,8927.52481686802,7514.60051782138,10640.2561366082
2025,ProgAnyDisease_AI,N_incDsDc,8685.02012011213,7268.86505222965,10422.7450541654
2026,ProgAnyDisease_AI,N_incDsDc,8453.50104177445,7037.55786856853,10221.9357728871
2027,ProgAnyDisease_AI,N_incDsDc,8224.29074946997,6827.30756739866,10037.4119592373
2028,ProgAnyDisease_AI,N_incDsDc,8027.77903682375,6620.02321196813,9847.81726800707
2029,ProgAnyDisease_AI,N_incDsDc,7829.37599238887,6422.28642247152,9650.04488111978
2030,ProgAnyDisease_AI,N_incDsDc,7575.18032052774,6184.08353556305,9393.78817728863
2031,ProgAnyDisease_AI,N_incDsDc,7268.65629553686,5907.46531888181,9088.3788137117
2032,ProgAnyDisease_AI,N_incDsDc,6937.01262607423,5610.04442260185,8735.62078848363
2033,ProgAnyDisease_AI,N_incDsDc,6577.95524900502,5291.61760467377,8344.31899124177
2034,ProgAnyDisease_AI,N_incDsDc,6213.13486901159,4977.962891217,7954.35193426533
2035,ProgAnyDisease_AI,N_incDsDc,5894.74306615375,4704.35015208855,7609.90185506719
2036,ProgAnyDisease_AI,N_incDsDc,5612.5506085599,4458.89377534417,7290.41551385707
2037,ProgAnyDisease_AI,N_incDsDc,5351.95770455922,4234.12090010899,6984.12558872178
2038,ProgAnyDisease_AI,N_incDsDc,5123.13586864182,4026.96044865756,6702.96831388952
2039,ProgAnyDisease_AI,N_incDsDc,4907.93102556774,3835.00548962368,6450.39630127389
2040,ProgAnyDisease_AI,N_incDsDc,4534.17456828645,3502.74548748988,6022.06639184117
2041,ProgAnyDisease_AI,N_incDsDc,4232.90985866591,3242.62248153298,5665.46759057491
2042,ProgAnyDisease_AI,N_incDsDc,3966.8926775193,3014.33017925878,5361.45465792028
2043,ProgAnyDisease_AI,N_incDsDc,3735.98678810094,2813.58126492823,5085.13741018153
2044,ProgAnyDisease_AI,N_incDsDc,3534.9589588431,2636.38054622271,4838.0642761454
2045,ProgAnyDisease_AI,N_incDsDc,3349.75110366148,2479.06065474448,4625.76964525529
2046,ProgAnyDisease_AI,N_incDsDc,3180.72586122994,2338.64730014771,4446.29622886965
2047,ProgAnyDisease_AI,N_incDsDc,3041.78254834962,2216.20087996562,4270.78985689364
2048,ProgAnyDisease_AI,N_incDsDc,2903.08513095626,2105.9716937669,4103.51816657493
2049,ProgAnyDisease_AI,N_incDsDc,2779.55076424241,2007.66764604496,3949.02484915492
2050,ProgAnyDisease_AI,N_incDsDc,2674.67626634404,1920.44016134899,3808.29730936597
2023,ProgInfecDisease_AI,N_incDsDc,9179.56411281586,7774.03592708111,10881.9706339764
2024,ProgInfecDisease_AI,N_incDsDc,8927.52481686802,7514.60051782138,10640.2561366082
2025,ProgInfecDisease_AI,N_incDsDc,8685.02012011213,7268.86505222965,10422.7450541654
2026,ProgInfecDisease_AI,N_incDsDc,8453.50104177445,7037.55786856853,10221.9357728871
2027,ProgInfecDisease_AI,N_incDsDc,8224.29074946997,6827.30756739866,10037.4119592373
2028,ProgInfecDisease_AI,N_incDsDc,8027.77903682375,6620.02321196813,9847.81726800707
2029,ProgInfecDisease_AI,N_incDsDc,7829.37599238887,6422.28642247152,9650.04488111978
2030,ProgInfecDisease_AI,N_incDsDc,7575.68059419273,6183.76902916569,9393.48071721195
2031,ProgInfecDisease_AI,N_incDsDc,7273.03739331038,5909.6237603134,9091.8808350177
2032,ProgInfecDisease_AI,N_incDsDc,6955.0021478105,5620.27786064035,8757.53498495969
2033,ProgInfecDisease_AI,N_incDsDc,6622.680060757,5319.10195741658,8394.71874892501
2034,ProgInfecDisease_AI,N_incDsDc,6288.60180001476,5030.22296236437,8043.25270995458
2035,ProgInfecDisease_AI,N_incDsDc,6008.08837769776,4787.91057391146,7740.22481106398
2036,ProgInfecDisease_AI,N_incDsDc,5762.98195027975,4575.93067253343,7455.68198991038
2037,ProgInfecDisease_AI,N_incDsDc,5553.66552809158,4380.95055413317,7201.45351754756
2038,ProgInfecDisease_AI,N_incDsDc,5354.09220119364,4204.97288130788,6981.6297700899
2039,ProgInfecDisease_AI,N_incDsDc,5173.44125611779,4045.17326325228,6786.83371918702
2040,ProgInfecDisease_AI,N_incDsDc,4818.74503799062,3723.24906797121,6421.72582688808
2041,ProgInfecDisease_AI,N_incDsDc,4532.86701070315,3479.55827225164,6110.37218830001
2042,ProgInfecDisease_AI,N_incDsDc,4304.42731584264,3274.26460690954,5834.27014710042
2043,ProgInfecDisease_AI,N_incDsDc,4106.2722218553,3093.38640627216,5589.46262903988
2044,ProgInfecDisease_AI,N_incDsDc,3925.95402792433,2934.31646047663,5382.36191286767
2045,ProgInfecDisease_AI,N_incDsDc,3769.54439298807,2792.60547584777,5217.72655028775
2046,ProgInfecDisease_AI,N_incDsDc,3630.28500970306,2665.01011003545,5070.07993975268
2047,ProgInfecDisease_AI,N_incDsDc,3502.48424649157,2549.40543166509,4928.88309967971
2048,ProgInfecDisease_AI,N_incDsDc,3381.39258153677,2444.0035548984,4794.91158301977
2049,ProgInfecDisease_AI,N_incDsDc,3269.98452732193,2347.38912492808,4674.52647975483
2050,ProgInfecDisease_AI,N_incDsDc,3165.39643422901,2258.39453618865,4563.02196205727
2023,ProgClinDisease_AI,N_incDsDc,9179.56411281586,7774.03592708111,10881.9706339764
2024,ProgClinDisease_AI,N_incDsDc,8927.52481686802,7514.60051782138,10640.2561366082
2025,ProgClinDisease_AI,N_incDsDc,8685.02012011213,7268.86505222965,10422.7450541654
2026,ProgClinDisease_AI,N_incDsDc,8453.50104177445,7037.55786856853,10221.9357728871
2027,ProgClinDisease_AI,N_incDsDc,8224.29074946997,6827.30756739866,10037.4119592373
2028,ProgClinDisease_AI,N_incDsDc,8027.77903682375,6620.02321196813,9847.81726800707
2029,ProgClinDisease_AI,N_incDsDc,7829.37599238887,6422.28642247152,9650.04488111978
2030,ProgClinDisease_AI,N_incDsDc,7630.49100007947,6225.2687876665,9447.31095655963
2031,ProgClinDisease_AI,N_incDsDc,7429.02369576939,6032.03457324723,9238.10191382655
