uid,nhits,clinsub,eta,infclr,infnon,infsub,k_dxA0,k_infA0,k_mortA0,k_progA0,kappa,lambda,multiplier,muTB,nonrec,nonsub,p,r,relnon,relsub,subclin,subnon
7b73a99fe123b8633ceb3073613800c8,14,0.596001468,0.942856381,0.989678395,0.224053695,0.020858061,0.586943459,0.813424934,1.092809553,0.688483352,0.049000812,0.004739424,0.605652318,0.206320179,0.212884223,0.253235107,0.142997631,3.247775964,0.008442098,0.005055662,1.298039304,1.992436606
ebb4bf7743f56ced4fc0d3e6ae0b1854,14,0.602014458,0.886411157,0.965894571,0.222701241,0.01500825,0.599456024,0.8018874,1.094753732,0.706550352,0.047723658,0.004973934,0.652710538,0.201097496,0.216478583,0.252202476,0.146322017,3.196563475,0.008390286,0.004789012,1.266335254,2.020087887
4a13a9456f6ec168e4bc004f88b7f70e,14,0.607693862,0.745882614,1.074724177,0.223492956,0.018521156,0.583902952,0.813589177,1.083558745,0.689332661,0.048290163,0.00493237,0.614168047,0.196955975,0.219010975,0.253599075,0.145027342,3.210724831,0.008576281,0.004578353,1.232555501,2.025032551
9bec017b8de3c081ef12f703c378ec64,14,0.622264946,0.906803677,1.019592547,0.210619004,0.022348231,0.537855748,0.866170702,1.099795573,0.811156027,0.05568188,0.004046769,0.784428042,0.194734537,0.208029547,0.258501032,0.151783874,3.305355838,0.007955751,0.004946235,1.359657815,1.981928283
176830f29dbe88acd64d6c5f788c8d25,14,0.613521668,0.87204304,0.975957848,0.215617957,0.020189201,0.559726766,0.845218171,1.09864912,0.732568323,0.051794535,0.004477413,0.66252276,0.188423511,0.215304647,0.25444683,0.143764387,3.278790793,0.008687001,0.004920756,1.312142183,2.010411772
5b7658e9429af8fbcc0ab623462f9ee0,14,0.601498123,0.961283728,0.988141615,0.224268386,0.015950122,0.611842628,0.792433071,1.098807042,0.71634896,0.049350715,0.004858042,0.621574215,0.211934617,0.215476982,0.253536624,0.14523505,3.204240894,0.007836846,0.004924528,1.343188341,1.993375257
05d41d86ee9df10943a77bf3f9155e95,14,0.606408004,0.858836893,0.995403176,0.214909409,0.020407492,0.562016988,0.843762625,1.093635274,0.725643879,0.052390026,0.004496461,0.676451092,0.196188533,0.213907359,0.253132652,0.146997279,3.269312648,0.008743597,0.004949595,1.308864955,2.010742835
f7fb54f291fe4ded847edc1d5d60db0e,14,0.604890444,0.837974438,0.9723324,0.220198239,0.019032836,0.555563047,0.838162698,1.09542566,0.72399579,0.051955235,0.004452511,0.667375081,0.19751008,0.214875765,0.25295177,0.145939744,3.295482777,0.008583134,0.004932226,1.283575569,2.01496136
a26edb368d66fdb14f0fc9a329bd3139,14,0.603226465,0.918797724,1.010777405,0.219671477,0.019910588,0.583501257,0.827276842,1.106109704,0.726732841,0.052892789,0.00452477,0.619713796,0.202131825,0.214987001,0.254628958,0.14141966,3.272777953,0.008352837,0.005147557,1.376880502,1.993005353
33b0e395c2b07d822823445e0fa3e671,14,0.605972955,0.970689802,0.941255648,0.219546387,0.019480359,0.578119888,0.830703127,1.099961825,0.717530879,0.051743452,0.00451811,0.633387208,0.194064831,0.213969975,0.254528474,0.140515715,3.271464249,0.008593662,0.005177012,1.359499256,1.996115321
b928eaa8faf8beed761423c50d005e51,14,0.619724156,0.853101929,1.026125351,0.221589947,0.018109884,0.563426785,0.827167535,1.071425883,0.730490076,0.051147821,0.004962352,0.717300638,0.185501528,0.214514715,0.250986984,0.159519064,3.207232318,0.008701898,0.004323967,1.19782485,2.021643259
3825608e153269635e90e81d46896059,14,0.606712209,0.945404747,1.019740048,0.219957568,0.020185329,0.582162884,0.82471346,1.098533167,0.719665348,0.050902211,0.004639565,0.629120515,0.196654412,0.214790033,0.25486611,0.140009757,3.280398268,0.008354455,0.005040706,1.374051812,1.992800321
4b3797333e1243c5575298ffb8f822b7,14,0.607039493,0.949626689,0.950751296,0.21948554,0.019317806,0.568006225,0.828428175,1.101658884,0.725166563,0.053419121,0.004445249,0.634999617,0.19583378,0.214458229,0.254557891,0.141247649,3.303898208,0.008562514,0.005170645,1.362236074,1.997842048
3b9d75dd054cbb3233840de6390d840b,14,0.60758439,0.94843928,0.945919495,0.219046793,0.019027524,0.572048084,0.84054749,1.098119741,0.734398987,0.053589254,0.004444152,0.670773375,0.194586023,0.214982389,0.253556676,0.142739064,3.298005437,0.008637379,0.005156367,1.347821813,1.999057845
2713520509de0a23a9a25afcda119d3c,14,0.604859011,0.97801286,0.962444238,0.219181692,0.023974929,0.631271433,0.82845015,1.107493461,0.731931638,0.050715346,0.004583058,0.594130252,0.21174356,0.214879116,0.252750837,0.151973372,3.192747868,0.007911547,0.005096352,1.306841274,1.985882944
04ddca0168f8b546f72ac0bb675e2e74,14,0.607538297,0.827635855,0.984622383,0.221458773,0.022363986,0.537158357,0.838049525,1.083799965,0.706521729,0.053427251,0.004475193,0.654417244,0.193543134,0.214350892,0.251263492,0.148148988,3.337432755,0.009156822,0.004844161,1.245551305,2.019036576
5a2114ff270a8da1a77104ef995b3b89,14,0.602749659,0.935403096,1.012755383,0.229858865,0.016686999,0.613599071,0.793486284,1.0871857,0.677789384,0.04851414,0.004973712,0.574650671,0.204189025,0.218345572,0.253382781,0.140957615,3.194843975,0.008394947,0.004923206,1.329923791,2.002530279
a0589617c8af5b2974cc1e09457e545b,14,0.620542162,0.85526043,1.073135946,0.219158125,0.025956608,0.581873179,0.823149059,1.100633197,0.732009827,0.049929965,0.004507845,0.594253278,0.190196458,0.216208917,0.258363396,0.147448976,3.231023192,0.008020061,0.00489871,1.297818986,1.989235677
dbcad6ad63867642d812499111fba39e,14,0.614060169,0.823928929,0.999869803,0.214250703,0.014326609,0.555765426,0.846754827,1.092190002,0.761665526,0.051860962,0.004539767,0.751359476,0.194083521,0.213585804,0.253978917,0.149620287,3.269713792,0.008325637,0.004688057,1.307004299,2.023921742
346b49203627c5498eaf6d3119f7911f,14,0.602158953,0.908768823,0.992990565,0.219595091,0.018505838,0.584891249,0.82795293,1.105106195,0.725572498,0.053561627,0.004525052,0.636044531,0.203856391,0.215259656,0.255286609,0.140605542,3.27255941,0.008351242,0.00517357,1.367125549,1.995456245
1fb2284106531382be8f031c2d419e19,14,0.614179501,0.80084402,0.943587019,0.214539722,0.021236059,0.516089693,0.856797851,1.087094874,0.764494506,0.051565406,0.004308155,0.821619428,0.192456906,0.209143127,0.253054773,0.155159882,3.333344197,0.008813068,0.004751107,1.169666855,2.011842008
7f4bdf24b4f81c97de8226a65d0310b0,14,0.603559143,0.853934369,1.041242292,0.222958157,0.017333263,0.577706738,0.819429382,1.086406271,0.705109679,0.052094582,0.004781402,0.612717387,0.202078736,0.216542182,0.252140109,0.14636613,3.278305002,0.008713473,0.004769805,1.326752152,2.013327416
905f5b28d23519ee046ee9c8766cb059,14,0.585187732,0.88322053,0.946351831,0.224066147,0.025834744,0.687114113,0.812489882,1.105197468,0.624105403,0.041702096,0.005208757,0.39035841,0.219996442,0.223387839,0.24714437,0.151418763,3.115704281,0.008763556,0.004873633,1.182672538,2.027732071
69affc03b70900e3f7af964b81e3a34e,14,0.599627101,0.971019343,0.948795591,0.221764855,0.020598318,0.572923854,0.831030612,1.102187437,0.736646738,0.053671624,0.004294023,0.672149227,0.209605044,0.211259332,0.254468024,0.142778104,3.318169766,0.008081994,0.005304654,1.368766056,1.977012246
48c13006862a64a9548f7b0245042768,14,0.594705586,0.857745967,0.960880872,0.224510066,0.011248169,0.616621404,0.807615843,1.099587511,0.704029873,0.052006212,0.004773127,0.635710486,0.2149651,0.218718565,0.252713996,0.140397412,3.194694743,0.008259101,0.005016898,1.331765447,2.020354832
26b3d46b2dc4626e5637bedfbdb2c801,14,0.60365807,0.923635039,1.008694032,0.219463088,0.020120253,0.582642205,0.826927476,1.102065332,0.724851019,0.052933895,0.004543584,0.618126443,0.200775268,0.215025017,0.25495666,0.140213307,3.273862898,0.008330142,0.005139834,1.379456071,1.992546188
97015aaa190bffae51474cdd3c60d83d,14,0.606663262,0.859107552,0.98842442,0.215298494,0.020779324,0.563804534,0.841712267,1.093197164,0.723901978,0.051840974,0.00446598,0.676094142,0.197385252,0.213606999,0.253413286,0.14690564,3.269320732,0.008783845,0.004927786,1.311814922,2.011627388
72734db22737135c686e02e51f5b64af,14,0.6014838,0.873766204,1.020434445,0.220659392,0.021498729,0.579883836,0.828867277,1.098889291,0.700965169,0.049600565,0.004661002,0.601337422,0.198148372,0.214540812,0.254113129,0.143342976,3.251464988,0.008516837,0.004983139,1.294904698,1.999085449
5cd49b278a658abaf8fb6b0cea0382c2,14,0.60833477,0.957269397,0.932663022,0.218463865,0.018782166,0.568183782,0.840792636,1.099863078,0.735001229,0.053991009,0.004423529,0.663681317,0.190791443,0.214871163,0.253350097,0.142770161,3.296980915,0.00859535,0.005149548,1.364961532,2.00158599
7512cf73971551af16390685e4bda267,14,0.603689251,0.853897501,0.980120068,0.218185717,0.019272951,0.560023442,0.842969032,1.092640294,0.722518097,0.052521942,0.00445149,0.651735515,0.199536497,0.214510756,0.253045622,0.146457025,3.281661735,0.00869669,0.004977678,1.307208747,2.007408555
9817540288258cf9e5e9713da77585b7,14,0.601558453,0.910170826,1.020724164,0.229983722,0.0170648,0.607384268,0.796297477,1.08579673,0.673309562,0.048567559,0.004961289,0.572472149,0.206237067,0.217925533,0.253165184,0.141377791,3.207416255,0.008497525,0.004885513,1.315110424,2.004164919
8065a000f2320ca9e96977d4a0c3541b,14,0.604598295,0.90517854,0.982363968,0.219129101,0.017927201,0.584502611,0.829430829,1.103734792,0.729188318,0.053452102,0.004491686,0.643688283,0.204463435,0.215140968,0.25507227,0.14059911,3.262711399,0.008305517,0.005136032,1.361064643,1.996117348
29aa1baac1e24a289d6dc0b4c12e3f2d,14,0.615609398,0.823001918,0.988542377,0.214217244,0.017516223,0.566872275,0.84031376,1.110415058,0.756252123,0.052164651,0.004455587,0.698609834,0.190144618,0.216553377,0.256851206,0.143560454,3.260620602,0.008533827,0.004956277,1.307736909,2.014788064
fe9cf38e93928cbe7587ee85cdf28958,14,0.598407158,0.829363526,0.978823032,0.222228581,0.018284382,0.562622897,0.839979028,1.085808175,0.717542677,0.055245247,0.004443392,0.672700861,0.21025261,0.214706131,0.251655467,0.14904768,3.304354101,0.008786426,0.004990449,1.288678445,2.008065198
c5ebd6f92538cae795e0e493dabcd489,14,0.602724063,0.911801904,1.003575538,0.219858283,0.018816674,0.585611328,0.827043591,1.104889149,0.724233599,0.054038657,0.004521355,0.631987693,0.205853374,0.215149816,0.255343097,0.140653857,3.280464926,0.008409188,0.005167417,1.369668338,1.999728683
84c7839c2fca844c42a0dbb03f78957c,14,0.600208022,0.910764562,1.046918721,0.225846263,0.017370626,0.610572004,0.804541187,1.092737757,0.698230912,0.051783771,0.004822679,0.588174046,0.207689607,0.217533122,0.254001981,0.140738758,3.224279708,0.008171352,0.005037704,1.369953469,1.994859463
5d80adee21d7d310b0189958c60b286b,14,0.603493505,0.855595603,0.974653502,0.218475712,0.019002578,0.559918307,0.842092089,1.091281299,0.722669268,0.052790367,0.004454471,0.655612097,0.201557417,0.214682337,0.252893978,0.146063188,3.275666404,0.00867272,0.004969526,1.300990873,2.00945988
e0164aba13a34c702396b54bb28db837,14,0.606878141,0.861508378,0.992139262,0.215045211,0.020562137,0.562419433,0.842543009,1.093614351,0.725845379,0.052214732,0.004486563,0.676515188,0.196611338,0.21393499,0.25317146,0.147247148,3.266288967,0.008756331,0.004930335,1.310611136,2.011795376
6c21b6a11fab92f5ea575be918952cdc,14,0.608610639,0.960842899,0.933374403,0.218885571,0.018983287,0.569566981,0.84073576,1.09898476,0.734683641,0.053955889,0.004424389,0.669844341,0.191681968,0.214694098,0.253294486,0.14284065,3.291699176,0.008622155,0.005154357,1.360593366,2.000431483
398b4f2d6c5dfe9ac96841cdc7251604,14,0.59937406,0.972933139,0.970830868,0.222468406,0.018632701,0.590289267,0.813975453,1.092974053,0.700648046,0.049596216,0.004746311,0.630165233,0.202194028,0.21310305,0.253228165,0.143611723,3.248846353,0.008433387,0.005003131,1.336060658,1.994952934
fe1b75765c66df89d6b0a288a88a77db,14,0.610847355,0.897966749,0.982875218,0.215083924,0.01906112,0.56338943,0.838759862,1.099873316,0.730806081,0.050558162,0.004549443,0.651228316,0.186430291,0.214702188,0.254061049,0.143323546,3.278315031,0.008622447,0.004980905,1.346298906,2.014569102
c70421cee7108a09027e90af2d5fde18,14,0.60408579,0.900688163,0.988953443,0.219323147,0.017688117,0.591215752,0.828087776,1.102675211,0.730046816,0.053092645,0.004513891,0.638677767,0.205021575,0.215502873,0.254623487,0.141458496,3.253556657,0.008328041,0.005158034,1.350253965,1.997282208
5317344c76334f11dd823a6cff9bddc3,14,0.606966242,0.944449489,1.018368843,0.219598426,0.020113132,0.583061157,0.823588492,1.100433418,0.723432526,0.051501594,0.004605122,0.624871099,0.195489631,0.214939959,0.255052712,0.140579066,3.274400971,0.00839548,0.005046995,1.379081869,1.990766736
a667de94e1cdf69ceca679a2a76db80c,14,0.602774416,0.925365194,1.006144768,0.219445981,0.019966543,0.583797196,0.82828657,1.103182644,0.726381583,0.052794245,0.004549483,0.624066464,0.201417781,0.215524127,0.254816172,0.140570769,3.267896157,0.008346498,0.005085296,1.372294007,1.995692523
49d5f3a13682a4197d3c7c988e861080,14,0.606525296,0.857568138,0.99146545,0.215334008,0.020383978,0.560682524,0.842296487,1.092104274,0.725279218,0.052114564,0.004486939,0.676857659,0.197010481,0.213647076,0.253262809,0.14741496,3.268271257,0.008761466,0.004949539,1.310495499,2.012590671
10ff1da91227b91470b676384c69df5c,14,0.603332701,0.875302388,0.935452489,0.223544459,0.027142974,0.556216986,0.839964922,1.110912623,0.728185397,0.055709085,0.003987127,0.665547525,0.205054143,0.210805972,0.257191672,0.141513365,3.349910756,0.008525717,0.005581245,1.236412853,1.961063415
c46917c33d6719a87ad4f10ce5c02470,14,0.623300262,0.818336486,1.032734823,0.228351845,0.027024935,0.540036447,0.82421874,1.078677616,0.721565965,0.055206901,0.004431299,0.666431574,0.196348646,0.212852749,0.255132851,0.156676581,3.288323506,0.008716725,0.004846608,1.169171433,1.978082443
b6ba3fe42ba66445ed672578f488f7b3,14,0.610696287,0.795788356,0.988746227,0.222925672,0.032588706,0.537836249,0.84232576,1.101331187,0.699906979,0.053251535,0.004103489,0.618841396,0.194319222,0.211116081,0.257650225,0.142999273,3.335762777,0.009319917,0.005356543,1.15744211,1.960735479
c11280098b44e219de089c15c104d75a,14,0.606634839,0.94413325,1.009890552,0.219322106,0.01999337,0.586247125,0.826745204,1.100088927,0.725001562,0.051578296,0.004616866,0.623125571,0.195922509,0.214795914,0.254930384,0.140915076,3.284048658,0.008391607,0.00510126,1.379239659,1.992126683
ddb3beb62c76ecbc97887e9abecb5b93,14,0.611219119,0.87476143,0.985341287,0.215723094,0.020658152,0.56356653,0.84955232,1.097690439,0.734760956,0.051430505,0.004466487,0.671701722,0.187055076,0.214976189,0.25427577,0.143537004,3.286878434,0.008666646,0.004895637,1.31570298,2.013324685
610861ada37e8ddaf707d591e4a91fb7,14,0.596029514,0.893939492,0.935718812,0.223990722,0.030497003,0.613320302,0.826281518,1.101131078,0.676210568,0.04599452,0.004647856,0.544180624,0.215577783,0.214364214,0.250102827,0.15692685,3.230696967,0.008655346,0.004992016,1.1369025,1.990816024
56251acd5d8530a540f9057fb8644d95,14,0.611934868,0.958404827,0.988920923,0.217751585,0.01768497,0.568160342,0.838811341,1.095266754,0.734073566,0.052557335,0.004586541,0.667859432,0.189234812,0.214174002,0.253716402,0.14289065,3.304434161,0.008602095,0.004928208,1.390339201,2.000124517
14d3118e83a752399880170e0a20b0d8,14,0.61033412,0.912065862,0.981905411,0.215333863,0.018880779,0.564966247,0.842056282,1.096153347,0.730925578,0.051117669,0.004563277,0.657762886,0.185687103,0.214888401,0.253390516,0.143835921,3.301570496,0.008614986,0.004942295,1.351409741,2.012029052
d3445983ec4ff6777b4b8293b499586d,14,0.628142989,0.948431103,0.965070709,0.220209813,0.022263979,0.512536616,0.849169816,1.068004596,0.765605678,0.053233609,0.004410002,0.765348494,0.186382673,0.208977972,0.251499531,0.166348238,3.32188424,0.008582137,0.004446621,1.248384459,2.002369461
e1593d5988c3b268f508f36e036f3fd5,14,0.60977963,0.882181087,0.98661575,0.217291828,0.020130459,0.566093297,0.850102883,1.097109614,0.73121894,0.051743056,0.004471341,0.681242789,0.1896615,0.214790482,0.254128186,0.144441338,3.286297844,0.008651876,0.0049241,1.313085668,2.003735443
e4d1426710937df4a60a0c1ffdea4846,14,0.602285934,0.921563734,1.017108512,0.22368424,0.016800409,0.592760322,0.811429642,1.090878005,0.711290775,0.052585345,0.004755283,0.606466366,0.206751056,0.216994091,0.253037853,0.143616509,3.251224626,0.008411406,0.004982624,1.383613578,1.999701746
e1c49ee75584d30bc4ef8a2994878d67,14,0.612752979,0.878466222,0.978561304,0.215490347,0.020194951,0.560081643,0.845957865,1.100244975,0.731610604,0.050933987,0.004484847,0.662807168,0.187172557,0.215437064,0.254577423,0.143400558,3.279006138,0.008673691,0.004901636,1.337255179,2.009920407
6ffc14c738c9961fe28b46d32eacec41,14,0.601098236,0.908261144,1.025914672,0.227729633,0.017064685,0.599846088,0.804405608,1.084495391,0.687039626,0.052390962,0.004908212,0.594409813,0.202146225,0.217711689,0.252672583,0.142949795,3.242395972,0.008367584,0.004956584,1.323029359,2.000302175
8c43eb16f8db214b78bb675d19da0f81,14,0.599127567,0.970580001,0.949545314,0.223655263,0.014843056,0.596959937,0.81701082,1.097893804,0.715210222,0.052269236,0.004647845,0.632365948,0.210717353,0.214619,0.253226218,0.141276372,3.258324394,0.008232835,0.005144818,1.368674722,1.996642562
2f7cab9c9a4c75e8ccda7c909f9ae5cc,14,0.607790291,0.947171822,0.937539976,0.220195261,0.019293944,0.568242738,0.831555633,1.10021263,0.728345632,0.053134372,0.004407998,0.656677504,0.194373206,0.214951565,0.254189386,0.142419365,3.318317418,0.008524518,0.005191409,1.365408898,1.996286854
0b304dd12f262cae1b208d0a3bb219f7,14,0.602973048,0.908137335,0.994705006,0.219492625,0.018480739,0.583561087,0.830378909,1.103996632,0.726471656,0.053608213,0.004514597,0.641971187,0.205323472,0.215199663,0.255193174,0.14008481,3.273035769,0.008359306,0.005137125,1.354340313,1.996131037
2940e49e160e41ba98dac48d59c778e1,14,0.606539777,0.863504314,0.986962145,0.21491436,0.020471897,0.563555994,0.842286962,1.092994766,0.72413923,0.051996069,0.004444412,0.680492673,0.197551683,0.213435538,0.253390105,0.146899939,3.273959941,0.008785294,0.004939163,1.310313034,2.012114368
3f55178dd554d7091f7bd9de2e6bed8d,14,0.603191895,0.857743979,0.975737081,0.219264477,0.019160862,0.559567647,0.841781062,1.093008708,0.724454726,0.052443053,0.004436205,0.659095199,0.200100292,0.214687341,0.253114962,0.146079141,3.279399788,0.008671864,0.004959153,1.305288615,2.011091344
36947c80bd65268fe9fc703f625a467f,14,0.605688009,0.93140275,0.95145815,0.22253489,0.020073047,0.553531298,0.842294806,1.090780718,0.714674772,0.05251769,0.004534924,0.649729893,0.192125155,0.213708765,0.252029449,0.144723597,3.321305855,0.008881908,0.005048666,1.311031999,2.004748542
c4851dd34496f8866a5a8f0cc160cb8e,14,0.605123689,0.87552258,0.985160801,0.21505139,0.020357639,0.566995385,0.844479844,1.093605862,0.721959656,0.052184688,0.004437607,0.669375655,0.200881026,0.21389934,0.252935743,0.146685303,3.273935666,0.008814746,0.004937319,1.320544547,2.013040981
b8958a1cad5c042cc92649ab723608e9,14,0.602404671,0.787335728,1.062918729,0.228310352,0.018551111,0.595873867,0.795288515,1.081543543,0.676584129,0.050781038,0.00495947,0.57692451,0.205887688,0.219139067,0.253076441,0.143626161,3.202542338,0.00849047,0.00473183,1.249640749,2.015908936
7e1c7d2e68ba7fdf1712fcfe5afea822,14,0.611649886,0.871951009,0.984875291,0.215481604,0.020543797,0.562623882,0.848170523,1.098684283,0.734346501,0.051562443,0.004474531,0.671005796,0.186549668,0.215111622,0.254364905,0.143650732,3.284822023,0.00866254,0.004881629,1.310796592,2.014408296
e18e13ab7b22852f7b2f23e7150dacb5,14,0.609330604,0.815128164,0.962521775,0.219018521,0.019023952,0.53641526,0.840518381,1.081862287,0.739100217,0.051375667,0.00451546,0.774288929,0.198756473,0.210976601,0.252173457,0.153978353,3.305850187,0.008750419,0.004708195,1.185943918,2.01255785
8bf39945bf9e67144981f848fc550af5,14,0.608736145,0.959585922,0.931514514,0.218576466,0.018814009,0.568729121,0.841504235,1.09894816,0.735358223,0.053853113,0.004425682,0.66659913,0.191524691,0.21478415,0.253402853,0.14274863,3.295469894,0.008609257,0.005149269,1.359754133,2.001539932
13ad34d8b2379403465be648564d29bc,14,0.607085734,0.948617757,0.933879704,0.218438597,0.018972865,0.567322663,0.838871427,1.103590454,0.736693546,0.053925462,0.004385731,0.657860476,0.19306103,0.214738079,0.254026257,0.142498409,3.294953598,0.008598353,0.005147078,1.366869529,1.998028947
4311c3a0fef9d5b3e0b737a9e28c134c,14,0.604367896,0.917720257,1.036630367,0.227266443,0.017460923,0.59996004,0.801757052,1.086211653,0.690162225,0.052350819,0.004908674,0.586804008,0.199353578,0.218382046,0.253416145,0.142471724,3.236479624,0.008357617,0.004951035,1.34170266,1.999899185
498e2fab100ea228ef3f54098010d73b,14,0.594634934,0.921885229,1.017587849,0.229620529,0.016128606,0.62022639,0.784956885,1.088448033,0.676191394,0.050373136,0.004930128,0.539372074,0.217365218,0.218444359,0.253092767,0.1407941,3.202750196,0.008256534,0.005070326,1.360409254,2.000795728
9a98e7fe47f66bb10dee529025281896,14,0.60223813,0.909907261,1.014310341,0.219789463,0.019226099,0.584783033,0.824969724,1.105715294,0.722837033,0.05339632,0.004519009,0.623760789,0.205030994,0.214551164,0.255095177,0.140944626,3.279162879,0.008355284,0.005181999,1.36774122,1.995296723
65e1fe21438b53ff8846348c613a8b2c,14,0.606106276,0.969301026,0.960179764,0.219596857,0.020134623,0.581714902,0.82838174,1.101849127,0.714871311,0.05084846,0.004588994,0.619542931,0.19425435,0.214073885,0.254241544,0.140892074,3.265582033,0.008512357,0.00514142,1.35342751,1.998860986
b55a06ad6c4d24cc222332e987f09873,14,0.609523,0.856835137,0.977605844,0.220292788,0.021387674,0.537763866,0.842032118,1.083292448,0.711288059,0.053162654,0.004483398,0.665066859,0.190608026,0.21412851,0.251284694,0.147976522,3.335234224,0.00919738,0.004826342,1.271213752,2.017037502
072fa145707108ec1070845cbe2ae932,14,0.60856848,0.896212511,1.013815015,0.220157559,0.021075798,0.560395839,0.834290383,1.090469069,0.710711656,0.051818687,0.004591865,0.630843535,0.191258583,0.214790527,0.253417914,0.142033621,3.301366622,0.008789687,0.004944072,1.322554936,2.004822561
1fdf151fcc856121d86aba2f9e3a9aa4,14,0.611247052,0.959512881,0.984520646,0.217431233,0.017902269,0.569024215,0.838701848,1.096392937,0.736425457,0.052538683,0.004615776,0.666038384,0.190568686,0.214467861,0.253691325,0.143441152,3.309042549,0.008580128,0.004933701,1.376650704,1.999546147
a2c2c6c3a848ecae65661947e4d8b01e,14,0.612143423,0.894313988,0.98103642,0.215677972,0.019722668,0.562617852,0.844483266,1.100203063,0.733535917,0.050931313,0.004480864,0.656881352,0.184802972,0.214875001,0.25433613,0.143719447,3.277135262,0.008671685,0.004950476,1.331251279,2.009843172
aa3ac6436f70644b1ce111d7549c9d57,14,0.607355403,0.953921279,0.931766949,0.218187141,0.018951248,0.567254278,0.840235153,1.102220574,0.736655512,0.053851458,0.004383206,0.659794769,0.193539959,0.214755472,0.254051043,0.142654804,3.290931566,0.008616421,0.00511964,1.366750641,1.99717501
ca42e6ba76d36db3b9c4bcaa99534e80,14,0.606851161,0.953077309,0.954441475,0.220602497,0.019717988,0.575578247,0.829474652,1.098763238,0.725244371,0.052065491,0.004497903,0.639537597,0.198631431,0.214003394,0.254290693,0.140098096,3.284899149,0.008554006,0.005106588,1.36215329,2.000120728
5a04ca7d86c086024fe1b20e3f747e3a,14,0.610711902,0.912860361,1.001786959,0.218804664,0.019946482,0.551653998,0.844528885,1.088628795,0.718935244,0.051569293,0.004608804,0.657910528,0.186822482,0.214254512,0.252943756,0.143477524,3.323977774,0.00886751,0.004873091,1.33827812,2.009142778
702933119319940fa0d112e965e6e9eb,14,0.610191896,0.848909384,0.984751764,0.214715003,0.024835966,0.527246066,0.86568834,1.098053973,0.768791945,0.055015417,0.003969721,0.754224166,0.199036074,0.207728804,0.255853635,0.151383578,3.361868667,0.008384849,0.00509149,1.277782891,1.979690378
403f68d45fdb3d4e22ee9005124d995c,14,0.603184706,0.774157831,0.980929748,0.224157143,0.031122922,0.637255731,0.817750663,1.098832115,0.651022649,0.043451153,0.004927741,0.467621158,0.207197372,0.220683551,0.250374462,0.158041138,3.154732735,0.008875205,0.004738367,1.068435976,2.013313615
0449caad5672c84deff252692d807798,14,0.607052868,0.944729462,1.012645386,0.219816446,0.019994458,0.584435609,0.825554204,1.098362274,0.725244315,0.052044763,0.004602557,0.624293876,0.196149895,0.214943747,0.255169694,0.14114877,3.285013455,0.008377233,0.005131513,1.377559565,1.989405726
a59e9fd679ae63bfbf0bfae72aace849,14,0.624705759,0.874238359,0.993833608,0.219746122,0.023467459,0.586107231,0.816280456,1.098923802,0.702413251,0.045892842,0.004838867,0.553115454,0.17640785,0.218717016,0.253932295,0.150763996,3.173529667,0.008612184,0.0046282,1.233077602,2.026563831
5e5b421625e4c77f49c9aee93a95bc79,14,0.601144829,0.966885686,0.979363589,0.220078362,0.018277021,0.588937574,0.812790963,1.097175731,0.70954409,0.04984749,0.00472659,0.620294287,0.19920307,0.213753707,0.254039063,0.142782811,3.248624967,0.008390306,0.005029767,1.363908395,1.99860914
9d7ac2314ef5dd03a51d5d0b2b263efa,14,0.616373439,0.920891713,1.035400398,0.220308525,0.025698146,0.585320912,0.825073364,1.105637502,0.724336359,0.050046268,0.004469439,0.574823774,0.192344344,0.215469874,0.257987896,0.144083033,3.2483225,0.008111098,0.005093793,1.333795914,1.978164505
7e0c5c84c4462571a344415459cb2771,14,0.61482813,0.863529185,0.988711379,0.226537153,0.026806136,0.548407881,0.82451551,1.080958724,0.711647072,0.052653647,0.004580023,0.684980056,0.195915131,0.211078467,0.253544696,0.155578323,3.277302714,0.008857077,0.004918626,1.126166207,1.977356332
5fcd101da01def1125f59787f3b10dc9,14,0.606669331,0.945110022,0.958489769,0.220809326,0.019734333,0.578010523,0.830762344,1.098951103,0.722957408,0.052205524,0.004487485,0.640392697,0.198325843,0.214219275,0.254376288,0.140548977,3.289830161,0.00856367,0.005150159,1.361929139,1.997085087
e7bfd1619c857c6ee3f59db452ff9eea,14,0.600867258,0.945466511,0.983182969,0.221656924,0.021379711,0.578990013,0.825425049,1.094669362,0.701373002,0.049137024,0.004686964,0.626485474,0.197655097,0.213002104,0.253456505,0.143351715,3.248966782,0.008501937,0.004986393,1.302057265,1.996520451
6618abfe7381d4d2377df48129bcd816,14,0.606227627,0.914140254,0.942769945,0.215747711,0.023702165,0.542569119,0.857593404,1.107756705,0.752883653,0.053794171,0.004053212,0.699328871,0.201190341,0.209655213,0.25551575,0.144431792,3.340838381,0.008310565,0.005308923,1.323856462,1.9823866
294dce0f05d6f9c70909b45e73d025ee,14,0.605850973,0.964013961,0.948719593,0.21997652,0.01952513,0.578989146,0.829118232,1.101952333,0.716902286,0.051424969,0.004544971,0.627562796,0.193686879,0.214325973,0.25424757,0.141269436,3.269336446,0.008612728,0.005210554,1.343008923,1.996482353
